pendaftaran_pelatihan_id,assignment_id,status_submission_id,dokumen_id,submission_link,submitted_at,reviewed_at
PDF020290,ASN000021,REVISI,DOK001290,,2026-02-17 00:51:40,2026-02-17 17:51:40
PDF020291,ASN000051,DITERIMA,DOK001291,,2026-01-12 20:52:19,2026-01-16 10:52:19
PDF020292,ASN000074,SUBMITTED,DOK001292,,2024-08-11 23:48:58,
PDF020293,ASN000100,BELUM_SUBMIT,,,,
PDF020294,ASN000127,REVIEW,DOK001294,https://marketplace.example.com/store/umkm-295,2024-02-27 12:45:40,
PDF020295,ASN000153,REVIEW,DOK001295,,2025-07-13 23:14:38,
PDF020296,ASN000175,DITERIMA,DOK001296,,2025-10-06 09:48:15,2025-10-07 18:48:15
PDF020297,ASN000199,BELUM_SUBMIT,,,,
PDF020298,ASN000220,SUBMITTED,DOK001298,,2025-12-11 05:38:14,
PDF020299,ASN000251,DITERIMA,DOK001299,https://marketplace.example.com/store/umkm-300,2026-03-10 20:15:20,2026-03-15 04:15:20
PDF020300,ASN000272,BELUM_SUBMIT,,,,
PDF020301,ASN000302,DITERIMA,DOK001301,,2025-06-29 01:15:19,2025-07-02 22:15:19
PDF020302,ASN000329,DITERIMA,DOK001302,,2024-10-16 19:29:56,2024-10-17 14:29:56
PDF020303,ASN000354,BELUM_SUBMIT,,,,
PDF020304,ASN000384,DITERIMA,DOK001304,,2024-01-26 23:56:09,2024-01-27 16:56:09
PDF020305,ASN000410,SUBMITTED,DOK001305,,2025-03-26 03:16:38,
PDF020306,ASN000437,DITERIMA,DOK001306,,2025-03-02 15:28:33,2025-03-04 16:28:33
PDF020307,ASN000460,SUBMITTED,DOK001307,,2025-02-02 16:21:45,
PDF020308,ASN000491,REVIEW,DOK001308,,2024-02-23 12:16:26,
PDF020309,ASN000515,DITERIMA,DOK001309,https://www.canva.com/design/synthetic-00020309,2025-01-07 20:36:16,2025-01-09 13:36:16
PDF020310,ASN000534,SUBMITTED,DOK001310,,2025-11-02 08:43:28,
PDF020311,ASN000561,DITOLAK,DOK001311,https://marketplace.example.com/store/umkm-312,2025-04-10 22:30:01,2025-04-14 17:30:01
PDF020312,ASN000584,BELUM_SUBMIT,,,,
PDF020313,ASN000613,DITERIMA,DOK001313,,2025-04-29 03:10:45,2025-04-29 18:10:45
PDF020314,ASN000642,REVISI,DOK001314,,2025-11-06 02:29:40,2025-11-09 00:29:40
PDF020315,ASN000665,DITERIMA,DOK001315,,2024-05-06 10:33:44,2024-05-06 20:33:44
PDF020316,ASN000691,REVISI,DOK001316,,2025-11-02 15:26:21,2025-11-07 05:26:21
PDF020317,ASN000712,DITERIMA,DOK001317,,2026-01-03 11:09:41,2026-01-04 01:09:41
PDF020318,ASN000737,DITERIMA,DOK001318,,2025-05-17 17:20:02,2025-05-19 03:20:02
PDF020319,ASN000761,SUBMITTED,DOK001319,https://marketplace.example.com/store/umkm-320,2026-02-28 14:08:26,
PDF020320,ASN000790,DITOLAK,DOK001320,,2024-03-15 11:21:24,2024-03-18 20:21:24
PDF020321,ASN000818,DITERIMA,DOK001321,,2024-12-05 12:11:02,2024-12-06 18:11:02
PDF020322,ASN000013,DITERIMA,DOK001322,,2025-02-07 01:11:26,2025-02-11 08:11:26
PDF020323,ASN000041,REVIEW,DOK001323,https://marketplace.example.com/store/umkm-324,2024-01-08 21:20:08,
PDF020324,ASN000067,SUBMITTED,DOK001324,,2025-09-12 21:44:54,
PDF020325,ASN000091,REVIEW,DOK001325,,2024-07-16 02:37:22,
PDF020326,ASN000120,DITOLAK,DOK001326,https://drive.google.com/file/d/synthetic-00020326,2024-05-03 09:21:25,2024-05-04 18:21:25
PDF020327,ASN000145,DITOLAK,DOK001327,,2024-12-04 19:45:44,2024-12-09 17:45:44
PDF020328,ASN000167,SUBMITTED,DOK001328,,2025-06-19 14:33:28,
PDF020329,ASN000190,DITERIMA,DOK001329,,2024-02-26 21:29:37,2024-03-02 06:29:37
PDF020330,ASN000214,BELUM_SUBMIT,,,,
PDF020331,ASN000242,BELUM_SUBMIT,,,,
PDF020332,ASN000265,REVIEW,DOK001332,https://www.canva.com/design/synthetic-00020332,2024-01-27 07:00:30,
PDF020333,ASN000294,SUBMITTED,DOK001333,https://www.canva.com/design/synthetic-00020333,2026-03-02 07:55:52,
PDF020334,ASN000320,REVISI,DOK001334,https://www.canva.com/design/synthetic-00020334,2024-05-31 10:54:24,2024-06-02 16:54:24
PDF020335,ASN000346,DITERIMA,DOK001335,,2024-07-19 10:52:36,2024-07-20 08:52:36
PDF020336,ASN000375,BELUM_SUBMIT,,,,
PDF020337,ASN000405,DITOLAK,DOK001337,,2024-11-02 08:39:07,2024-11-07 02:39:07
PDF020338,ASN000426,SUBMITTED,DOK001338,https://drive.google.com/file/d/synthetic-00020338,2025-08-23 17:05:49,
PDF020339,ASN000454,DITERIMA,DOK001339,,2024-02-23 16:16:32,2024-02-25 17:16:32
PDF020340,ASN000480,SUBMITTED,DOK001340,,2026-02-13 05:02:27,
PDF020341,ASN000507,REVISI,DOK001341,,2025-09-14 12:52:01,2025-09-16 05:52:01
PDF020342,ASN000527,DITERIMA,DOK001342,https://www.canva.com/design/synthetic-00020342,2026-02-28 20:00:23,2026-03-05 00:00:23
PDF020343,ASN000551,DITERIMA,DOK001343,,2024-05-24 19:33:19,2024-05-27 07:33:19
PDF020344,ASN000578,SUBMITTED,DOK001344,,2025-01-24 01:57:18,
PDF020345,ASN000603,REVISI,DOK001345,,2024-09-23 17:06:24,2024-09-24 17:06:24
PDF020346,ASN000631,REVIEW,DOK001346,,2025-05-15 18:14:48,
PDF020347,ASN000659,REVISI,DOK001347,,2024-06-22 16:54:49,2024-06-25 14:54:49
PDF020348,ASN000682,REVISI,DOK001348,,2026-02-21 06:24:14,2026-02-25 16:24:14
PDF020349,ASN000707,REVISI,DOK001349,,2026-06-02 01:51:57,2026-06-05 04:51:57
PDF020350,ASN000728,DITERIMA,DOK001350,,2025-01-09 02:35:40,2025-01-10 19:35:40
PDF020351,ASN000754,DITERIMA,DOK001351,,2026-02-11 05:36:54,2026-02-14 12:36:54
PDF020352,ASN000781,DITERIMA,DOK001352,https://marketplace.example.com/store/umkm-353,2024-02-12 04:04:50,2024-02-13 06:04:50
PDF020353,ASN000809,DITOLAK,DOK001353,,2025-03-17 03:41:21,2025-03-18 01:41:21
PDF020354,ASN000008,DITERIMA,DOK001354,,2025-12-21 23:28:27,2025-12-26 17:28:27
PDF020355,ASN000034,REVIEW,DOK001355,,2024-09-16 05:28:22,
PDF020356,ASN000061,DITERIMA,DOK001356,,2024-02-27 11:59:42,2024-02-28 03:59:42
PDF020357,ASN000085,DITERIMA,DOK001357,https://www.canva.com/design/synthetic-00020357,2025-08-01 09:53:47,2025-08-05 14:53:47
PDF020358,ASN000111,REVISI,DOK001358,,2024-05-31 00:12:23,2024-05-31 08:12:23
PDF020359,ASN000136,DITERIMA,DOK001359,,2024-07-04 11:14:10,2024-07-07 05:14:10
PDF020360,ASN000162,DITERIMA,DOK001360,,2025-04-18 10:39:02,2025-04-19 15:39:02
PDF020361,ASN000181,REVIEW,DOK001361,https://www.canva.com/design/synthetic-00020361,2025-07-09 21:26:00,
PDF020362,ASN000206,SUBMITTED,DOK001362,,2024-01-09 10:12:58,
PDF020363,ASN000232,DITERIMA,DOK001363,https://marketplace.example.com/store/umkm-364,2025-10-29 23:39:34,2025-10-30 16:39:34
PDF020364,ASN000257,DITERIMA,DOK001364,,2024-03-18 02:23:34,2024-03-18 16:23:34
PDF020365,ASN000283,REVISI,DOK001365,,2024-05-08 19:42:26,2024-05-09 01:42:26
PDF020366,ASN000311,DITERIMA,DOK001366,https://www.canva.com/design/synthetic-00020366,2025-07-04 16:07:39,2025-07-08 13:07:39
PDF020367,ASN000337,REVIEW,DOK001367,,2024-08-13 18:58:00,
PDF020368,ASN000366,DITERIMA,DOK001368,,2024-07-02 15:47:31,2024-07-05 01:47:31
PDF020369,ASN000396,SUBMITTED,DOK001369,,2025-03-27 23:10:19,
PDF020370,ASN000419,REVISI,DOK001370,,2025-05-29 23:52:35,2025-05-30 16:52:35
PDF020371,ASN000445,REVIEW,DOK001371,,2024-06-20 10:24:04,
PDF020372,ASN000470,BELUM_SUBMIT,,,,
PDF020373,ASN000498,BELUM_SUBMIT,,,,
PDF020374,ASN000522,DITERIMA,DOK001374,,2025-04-09 15:02:30,2025-04-13 04:02:30
PDF020375,ASN000544,REVISI,DOK001375,https://marketplace.example.com/store/umkm-376,2024-05-08 13:36:59,2024-05-10 18:36:59
PDF020376,ASN000569,DITERIMA,DOK001376,,2025-01-27 11:05:09,2025-01-30 11:05:09
PDF020377,ASN000594,DITOLAK,DOK001377,,2024-04-07 02:12:30,2024-04-10 04:12:30
PDF020378,ASN000625,DITERIMA,DOK001378,,2024-08-23 13:26:58,2024-08-26 08:26:58
PDF020379,ASN000650,REVISI,DOK001379,,2024-10-11 15:38:35,2024-10-15 12:38:35
PDF020380,ASN000676,SUBMITTED,DOK001380,,2025-06-21 13:42:40,
PDF020381,ASN000700,SUBMITTED,DOK001381,https://drive.google.com/file/d/synthetic-00020381,2024-05-23 19:54:21,
PDF020382,ASN000719,DITERIMA,DOK001382,,2024-08-29 13:02:13,2024-08-31 06:02:13
PDF020383,ASN000747,DITERIMA,DOK001383,,2025-07-04 19:19:08,2025-07-07 04:19:08
PDF020384,ASN000774,DITERIMA,DOK001384,,2024-10-11 11:44:32,2024-10-12 13:44:32
PDF020385,ASN000801,DITERIMA,DOK001385,,2024-08-05 18:54:49,2024-08-07 11:54:49
PDF020386,ASN000826,REVISI,DOK001386,https://drive.google.com/file/d/synthetic-00020386,2026-05-04 12:39:45,2026-05-06 05:39:45
PDF020387,ASN000024,BELUM_SUBMIT,,,,
PDF020388,ASN000052,SUBMITTED,DOK001388,https://www.canva.com/design/synthetic-00020388,2024-01-29 14:08:10,
PDF020389,ASN000078,SUBMITTED,DOK001389,https://marketplace.example.com/store/umkm-390,2025-11-25 11:37:02,
PDF020390,ASN000101,DITOLAK,DOK001390,,2025-09-10 22:40:40,2025-09-14 01:40:40
PDF020391,ASN000128,SUBMITTED,DOK001391,,2025-12-01 01:40:29,
PDF020392,ASN000154,DITERIMA,DOK001392,,2025-07-18 04:16:42,2025-07-22 09:16:42
PDF020393,ASN000177,DITERIMA,DOK001393,,2024-11-30 02:58:38,2024-12-02 01:58:38
PDF020394,ASN000200,REVIEW,DOK001394,,2025-10-17 03:44:39,
PDF020395,ASN000223,REVISI,DOK001395,https://drive.google.com/file/d/synthetic-00020395,2025-09-01 05:31:36,2025-09-04 20:31:36
PDF020396,ASN000252,BELUM_SUBMIT,,,,
PDF020397,ASN000273,BELUM_SUBMIT,,,,
PDF020398,ASN000303,DITERIMA,DOK001398,,2025-03-10 06:21:57,2025-03-10 19:21:57
PDF020399,ASN000330,DITERIMA,DOK001399,,2024-03-16 00:31:34,2024-03-18 06:31:34
PDF020400,ASN000355,BELUM_SUBMIT,,,,
PDF020401,ASN000388,BELUM_SUBMIT,,,,
PDF020402,ASN000411,SUBMITTED,DOK001402,,2025-07-28 15:25:29,
PDF020403,ASN000438,REVIEW,DOK001403,https://marketplace.example.com/store/umkm-404,2024-12-01 00:37:05,
PDF020404,ASN000463,REVIEW,DOK001404,https://www.canva.com/design/synthetic-00020404,2025-02-16 10:37:45,
PDF020405,ASN000493,BELUM_SUBMIT,,,,
PDF020406,ASN000516,SUBMITTED,DOK001406,,2024-04-04 11:01:51,
PDF020407,ASN000536,BELUM_SUBMIT,,,,
PDF020408,ASN000562,DITERIMA,DOK001408,https://drive.google.com/file/d/synthetic-00020408,2025-07-14 05:17:06,2025-07-16 18:17:06
PDF020409,ASN000586,REVISI,DOK001409,https://drive.google.com/file/d/synthetic-00020409,2025-06-06 06:20:05,2025-06-10 22:20:05
PDF020410,ASN000615,DITOLAK,DOK001410,,2025-03-24 19:40:02,2025-03-28 16:40:02
PDF020411,ASN000644,SUBMITTED,DOK001411,https://drive.google.com/file/d/synthetic-00020411,2025-09-23 20:23:57,
PDF020412,ASN000666,BELUM_SUBMIT,,,,
PDF020413,ASN000695,DITERIMA,DOK001413,,2025-01-28 20:29:30,2025-01-30 23:29:30
PDF020414,ASN000713,DITERIMA,DOK001414,https://drive.google.com/file/d/synthetic-00020414,2025-02-16 19:53:05,2025-02-20 19:53:05
PDF020415,ASN000738,BELUM_SUBMIT,,,,
PDF020416,ASN000764,REVISI,DOK001416,,2024-06-10 23:02:30,2024-06-14 01:02:30
PDF020417,ASN000793,SUBMITTED,DOK001417,,2025-01-01 00:05:29,
PDF020418,ASN000819,DITERIMA,DOK001418,,2024-07-17 11:44:42,2024-07-21 12:44:42
PDF020419,ASN000015,DITERIMA,DOK001419,https://marketplace.example.com/store/umkm-420,2025-10-20 10:59:35,2025-10-24 21:59:35
PDF020420,ASN000043,DITERIMA,DOK001420,,2024-12-13 10:47:35,2024-12-18 01:47:35
PDF020421,ASN000069,REVISI,DOK001421,https://drive.google.com/file/d/synthetic-00020421,2024-10-31 05:38:57,2024-11-02 13:38:57
PDF020422,ASN000093,DITERIMA,DOK001422,,2024-03-30 15:02:15,2024-04-01 23:02:15
PDF020423,ASN000123,SUBMITTED,DOK001423,https://drive.google.com/file/d/synthetic-00020423,2024-09-26 09:41:59,
PDF020424,ASN000146,SUBMITTED,DOK001424,https://marketplace.example.com/store/umkm-425,2025-03-20 22:26:59,
PDF020425,ASN000169,DITERIMA,DOK001425,https://drive.google.com/file/d/synthetic-00020425,2025-04-24 14:11:38,2025-04-24 21:11:38
PDF020426,ASN000194,BELUM_SUBMIT,,,,
PDF020427,ASN000215,BELUM_SUBMIT,,,,
PDF020428,ASN000244,DITERIMA,DOK001428,,2024-03-25 23:05:05,2024-03-28 13:05:05
PDF020429,ASN000268,REVISI,DOK001429,,2026-03-23 10:31:19,2026-03-27 14:31:19
PDF020430,ASN000295,BELUM_SUBMIT,,,,
PDF020431,ASN000322,SUBMITTED,DOK001431,,2024-03-22 03:47:19,
PDF020432,ASN000348,DITERIMA,DOK001432,,2025-02-04 04:14:07,2025-02-08 08:14:07
PDF020433,ASN000377,SUBMITTED,DOK001433,,2024-10-16 00:30:41,
PDF020434,ASN000406,BELUM_SUBMIT,,,,
PDF020435,ASN000429,DITERIMA,DOK001435,,2025-07-28 23:33:28,2025-07-30 05:33:28
PDF020436,ASN000455,DITERIMA,DOK001436,,2024-07-30 17:16:20,2024-08-02 06:16:20
PDF020437,ASN000483,REVISI,DOK001437,,2025-08-30 17:49:05,2025-08-31 23:49:05
PDF020438,ASN000508,DITOLAK,DOK001438,,2024-03-24 23:30:42,2024-03-28 21:30:42
PDF020439,ASN000529,BELUM_SUBMIT,,,,
PDF020440,ASN000555,SUBMITTED,DOK001440,https://marketplace.example.com/store/umkm-441,2026-03-04 00:07:46,
PDF020441,ASN000581,DITERIMA,DOK001441,https://www.canva.com/design/synthetic-00020441,2024-03-03 21:52:56,2024-03-07 10:52:56
PDF020442,ASN000604,REVIEW,DOK001442,https://drive.google.com/file/d/synthetic-00020442,2025-05-09 08:43:14,
PDF020443,ASN000635,REVIEW,DOK001443,,2026-04-11 04:41:58,
PDF020444,ASN000660,SUBMITTED,DOK001444,,2024-08-18 23:35:16,
PDF020445,ASN000685,SUBMITTED,DOK001445,,2024-07-19 05:36:51,
PDF020446,ASN000708,REVIEW,DOK001446,https://www.canva.com/design/synthetic-00020446,2024-11-03 14:23:44,
PDF020447,ASN000731,SUBMITTED,DOK001447,https://www.canva.com/design/synthetic-00020447,2026-01-27 22:13:11,
PDF020448,ASN000755,DITERIMA,DOK001448,https://drive.google.com/file/d/synthetic-00020448,2024-07-23 03:57:02,2024-07-24 02:57:02
PDF020449,ASN000785,BELUM_SUBMIT,,,,
PDF020450,ASN000813,SUBMITTED,DOK001450,https://marketplace.example.com/store/umkm-451,2026-03-21 07:23:13,
PDF020451,ASN000009,REVIEW,DOK001451,,2024-08-07 04:13:07,
PDF020452,ASN000035,REVISI,DOK001452,,2024-06-19 13:02:45,2024-06-22 03:02:45
PDF020453,ASN000063,DITERIMA,DOK001453,https://www.canva.com/design/synthetic-00020453,2024-08-27 14:39:33,2024-08-31 08:39:33
PDF020454,ASN000086,BELUM_SUBMIT,,,,
PDF020455,ASN000113,REVIEW,DOK001455,,2024-12-28 11:03:36,
PDF020456,ASN000138,DITERIMA,DOK001456,,2024-11-29 12:45:48,2024-12-01 05:45:48
PDF020457,ASN000163,REVIEW,DOK001457,https://drive.google.com/file/d/synthetic-00020457,2024-10-04 10:04:18,
PDF020458,ASN000184,REVISI,DOK001458,,2026-03-02 20:28:57,2026-03-04 11:28:57
PDF020459,ASN000208,DITERIMA,DOK001459,https://www.canva.com/design/synthetic-00020459,2025-11-06 22:31:38,2025-11-08 04:31:38
PDF020460,ASN000233,REVISI,DOK001460,https://www.canva.com/design/synthetic-00020460,2025-05-17 12:25:07,2025-05-19 00:25:07
PDF020461,ASN000261,BELUM_SUBMIT,,,,
PDF020462,ASN000287,SUBMITTED,DOK001462,https://www.canva.com/design/synthetic-00020462,2024-04-16 23:38:51,
PDF020463,ASN000312,SUBMITTED,DOK001463,https://marketplace.example.com/store/umkm-464,2026-02-22 14:23:04,
PDF020464,ASN000340,DITOLAK,DOK001464,,2024-08-23 13:35:43,2024-08-27 01:35:43
PDF020465,ASN000369,SUBMITTED,DOK001465,,2026-01-08 03:16:23,
PDF020466,ASN000397,DITOLAK,DOK001466,,2025-03-07 09:56:57,2025-03-08 10:56:57
PDF020467,ASN000422,DITERIMA,DOK001467,,2025-03-05 23:19:17,2025-03-08 00:19:17
PDF020468,ASN000447,SUBMITTED,DOK001468,,2025-02-25 17:38:13,
PDF020469,ASN000471,SUBMITTED,DOK001469,,2026-03-05 00:36:00,
PDF020470,ASN000500,REVISI,DOK001470,https://www.canva.com/design/synthetic-00020470,2025-02-27 16:51:39,2025-03-04 06:51:39
PDF020471,ASN000523,BELUM_SUBMIT,,,,
PDF020472,ASN000545,SUBMITTED,DOK001472,,2024-02-13 23:24:31,
PDF020473,ASN000572,REVIEW,DOK001473,,2024-11-17 15:32:19,
PDF020474,ASN000595,REVIEW,DOK001474,https://www.canva.com/design/synthetic-00020474,2025-01-10 11:45:46,
PDF020475,ASN000626,DITERIMA,DOK001475,,2026-02-19 20:16:37,2026-02-21 07:16:37
PDF020476,ASN000654,SUBMITTED,DOK001476,,2024-07-07 23:10:49,
PDF020477,ASN000678,SUBMITTED,DOK001477,,2024-06-23 23:08:45,
PDF020478,ASN000701,REVIEW,DOK001478,https://drive.google.com/file/d/synthetic-00020478,2025-05-10 19:57:30,
PDF020479,ASN000721,DITERIMA,DOK001479,,2026-03-27 23:41:08,2026-03-29 12:41:08
PDF020480,ASN000749,SUBMITTED,DOK001480,,2025-09-09 17:16:43,
PDF020481,ASN000775,REVIEW,DOK001481,,2026-04-28 05:14:41,
PDF020482,ASN000802,DITERIMA,DOK001482,https://marketplace.example.com/store/umkm-483,2025-10-18 20:35:31,2025-10-20 11:35:31
PDF020483,ASN000828,REVIEW,DOK001483,https://drive.google.com/file/d/synthetic-00020483,2024-01-04 09:27:04,
PDF020484,ASN000025,REVISI,DOK001484,,2024-07-16 23:48:04,2024-07-18 12:48:04
PDF020485,ASN000054,DITOLAK,DOK001485,https://drive.google.com/file/d/synthetic-00020485,2025-12-18 01:03:26,2025-12-18 21:03:26
PDF020486,ASN000079,DITERIMA,DOK001486,,2025-06-30 05:04:40,2025-07-01 05:04:40
PDF020487,ASN000103,BELUM_SUBMIT,,,,
PDF020488,ASN000131,REVISI,DOK001488,,2024-09-08 08:59:41,2024-09-12 15:59:41
PDF020489,ASN000155,DITERIMA,DOK001489,,2025-12-16 07:58:56,2025-12-21 01:58:56
PDF020490,ASN000178,SUBMITTED,DOK001490,,2024-07-20 15:27:10,
PDF020491,ASN000201,DITERIMA,DOK001491,,2025-05-09 16:16:10,2025-05-11 20:16:10
PDF020492,ASN000224,SUBMITTED,DOK001492,,2024-10-10 23:06:01,
PDF020493,ASN000254,SUBMITTED,DOK001493,https://marketplace.example.com/store/umkm-494,2025-06-13 02:03:56,
PDF020494,ASN000275,REVISI,DOK001494,,2025-01-19 20:53:17,2025-01-21 09:53:17
PDF020495,ASN000306,BELUM_SUBMIT,,,,
PDF020496,ASN000331,REVISI,DOK001496,,2025-07-02 22:23:11,2025-07-03 04:23:11
PDF020497,ASN000359,SUBMITTED,DOK001497,https://www.canva.com/design/synthetic-00020497,2024-06-12 15:13:19,
PDF020498,ASN000390,DITERIMA,DOK001498,https://www.canva.com/design/synthetic-00020498,2026-02-10 22:12:50,2026-02-15 20:12:50
PDF020499,ASN000412,DITERIMA,DOK001499,,2024-11-12 06:15:02,2024-11-15 03:15:02
PDF020500,ASN000439,DITERIMA,DOK001500,,2024-02-17 10:56:02,2024-02-18 10:56:02
PDF020501,ASN000464,SUBMITTED,DOK001501,https://marketplace.example.com/store/umkm-502,2025-12-29 16:27:37,
PDF020502,ASN000494,DITERIMA,DOK001502,,2024-09-05 20:59:16,2024-09-07 08:59:16
PDF020503,ASN000518,DITERIMA,DOK001503,,2024-06-24 02:01:04,2024-06-24 22:01:04
PDF020504,ASN000538,BELUM_SUBMIT,,,,
PDF020505,ASN000564,REVISI,DOK001505,,2025-01-11 21:25:46,2025-01-15 16:25:46
PDF020506,ASN000587,BELUM_SUBMIT,,,,
PDF020507,ASN000618,BELUM_SUBMIT,,,,
PDF020508,ASN000645,BELUM_SUBMIT,,,,
PDF020509,ASN000669,SUBMITTED,DOK001509,,2024-03-09 16:51:42,
PDF020510,ASN000696,SUBMITTED,DOK001510,,2026-02-01 06:31:43,
PDF020511,ASN000715,DITOLAK,DOK001511,,2025-08-20 07:51:04,2025-08-23 09:51:04
PDF020512,ASN000741,SUBMITTED,DOK001512,https://www.canva.com/design/synthetic-00020512,2025-01-27 22:56:48,
PDF020513,ASN000768,SUBMITTED,DOK001513,,2024-03-21 14:10:55,
PDF020514,ASN000794,DITERIMA,DOK001514,,2024-02-08 10:52:33,2024-02-12 06:52:33
PDF020515,ASN000821,SUBMITTED,DOK001515,,2025-08-21 21:53:49,
PDF020516,ASN000017,REVISI,DOK001516,,2024-01-15 00:30:55,2024-01-18 21:30:55
PDF020517,ASN000044,DITERIMA,DOK001517,,2024-09-05 10:41:20,2024-09-06 15:41:20
PDF020518,ASN000071,DITERIMA,DOK001518,,2026-01-16 01:56:40,2026-01-20 15:56:40
PDF020519,ASN000097,REVIEW,DOK001519,,2024-11-17 18:57:42,
PDF020520,ASN000124,SUBMITTED,DOK001520,https://www.canva.com/design/synthetic-00020520,2024-03-03 04:09:22,
PDF020521,ASN000150,REVIEW,DOK001521,,2025-05-30 14:02:26,
PDF020522,ASN000170,DITERIMA,DOK001522,https://marketplace.example.com/store/umkm-523,2024-08-13 15:58:42,2024-08-17 19:58:42
PDF020523,ASN000195,REVISI,DOK001523,https://marketplace.example.com/store/umkm-524,2024-10-30 08:34:52,2024-11-02 08:34:52
PDF020524,ASN000218,BELUM_SUBMIT,,,,
PDF020525,ASN000248,REVISI,DOK001525,https://www.canva.com/design/synthetic-00020525,2024-09-23 20:40:09,2024-09-24 10:40:09
PDF020526,ASN000269,BELUM_SUBMIT,,,,
PDF020527,ASN000299,REVISI,DOK001527,,2025-04-15 08:40:54,2025-04-18 05:40:54
PDF020528,ASN000326,REVIEW,DOK001528,,2025-01-21 07:10:07,
PDF020529,ASN000349,BELUM_SUBMIT,,,,
PDF020530,ASN000379,DITERIMA,DOK001530,,2024-11-15 13:06:42,2024-11-20 03:06:42
PDF020531,ASN000407,SUBMITTED,DOK001531,https://www.canva.com/design/synthetic-00020531,2025-07-05 06:45:42,
PDF020532,ASN000430,SUBMITTED,DOK001532,https://drive.google.com/file/d/synthetic-00020532,2025-07-17 07:52:57,
PDF020533,ASN000456,REVIEW,DOK001533,https://drive.google.com/file/d/synthetic-00020533,2024-02-26 02:13:37,
PDF020534,ASN000487,BELUM_SUBMIT,,,,
PDF020535,ASN000509,SUBMITTED,DOK001535,,2025-04-23 15:50:09,
PDF020536,ASN000530,DITERIMA,DOK001536,,2025-10-04 03:36:57,2025-10-07 13:36:57
PDF020537,ASN000558,REVIEW,DOK001537,,2024-11-26 10:45:13,
PDF020538,ASN000582,DITERIMA,DOK001538,https://www.canva.com/design/synthetic-00020538,2024-12-01 10:43:15,2024-12-02 09:43:15
PDF020539,ASN000607,SUBMITTED,DOK001539,,2025-09-04 02:42:48,
PDF020540,ASN000636,REVISI,DOK001540,,2024-10-27 19:37:13,2024-10-30 01:37:13
PDF020541,ASN000661,DITOLAK,DOK001541,,2024-04-04 23:38:37,2024-04-08 20:38:37
PDF020542,ASN000686,BELUM_SUBMIT,,,,
PDF020543,ASN000709,DITERIMA,DOK001543,https://drive.google.com/file/d/synthetic-00020543,2025-05-23 06:48:19,2025-05-26 03:48:19
PDF020544,ASN000732,REVISI,DOK001544,,2026-03-14 23:05:40,2026-03-15 05:05:40
PDF020545,ASN000759,DITERIMA,DOK001545,,2025-05-11 20:19:09,2025-05-15 23:19:09
PDF020546,ASN000786,DITERIMA,DOK001546,,2026-01-04 10:54:57,2026-01-09 01:54:57
PDF020547,ASN000814,REVIEW,DOK001547,,2025-09-26 22:46:19,
PDF020548,ASN000010,SUBMITTED,DOK001548,,2026-01-19 11:18:33,
PDF020549,ASN000037,SUBMITTED,DOK001549,,2026-04-11 20:09:37,
PDF020550,ASN000064,REVIEW,DOK001550,,2024-07-05 16:53:50,
PDF020551,ASN000087,REVISI,DOK001551,,2024-05-27 22:54:03,2024-05-29 00:54:03
PDF020552,ASN000116,DITERIMA,DOK001552,,2024-06-07 16:53:37,2024-06-09 08:53:37
PDF020553,ASN000140,SUBMITTED,DOK001553,,2025-07-29 19:43:05,
PDF020554,ASN000164,DITERIMA,DOK001554,https://www.canva.com/design/synthetic-00020554,2025-10-15 06:51:21,2025-10-16 16:51:21
PDF020555,ASN000185,REVIEW,DOK001555,,2024-03-17 10:41:30,
PDF020556,ASN000209,REVIEW,DOK001556,,2024-12-18 10:39:27,
PDF020557,ASN000237,DITERIMA,DOK001557,https://drive.google.com/file/d/synthetic-00020557,2025-01-26 21:38:16,2025-01-29 11:38:16
PDF020558,ASN000262,REVIEW,DOK001558,,2024-12-19 20:52:34,
PDF020559,ASN000288,SUBMITTED,DOK001559,https://www.canva.com/design/synthetic-00020559,2024-07-10 12:15:09,
PDF020560,ASN000316,DITERIMA,DOK001560,,2025-05-10 08:59:27,2025-05-15 01:59:27
PDF020561,ASN000343,BELUM_SUBMIT,,,,
PDF020562,ASN000370,DITERIMA,DOK001562,https://drive.google.com/file/d/synthetic-00020562,2024-08-02 03:18:33,2024-08-05 21:18:33
PDF020563,ASN000401,BELUM_SUBMIT,,,,
PDF020564,ASN000423,REVIEW,DOK001564,,2024-09-15 04:39:08,
PDF020565,ASN000450,SUBMITTED,DOK001565,,2025-06-09 20:18:28,
PDF020566,ASN000475,REVISI,DOK001566,,2024-01-06 19:51:41,2024-01-11 18:51:41
PDF020567,ASN000503,BELUM_SUBMIT,,,,
PDF020568,ASN000524,SUBMITTED,DOK001568,,2024-05-24 07:38:29,
PDF020569,ASN000547,DITERIMA,DOK001569,,2026-05-17 23:13:21,2026-05-20 05:13:21
PDF020570,ASN000574,REVISI,DOK001570,,2024-09-30 07:18:08,2024-10-04 01:18:08
PDF020571,ASN000598,DITERIMA,DOK001571,,2025-02-18 03:25:31,2025-02-19 04:25:31
PDF020572,ASN000628,BELUM_SUBMIT,,,,
PDF020573,ASN000657,BELUM_SUBMIT,,,,
PDF020574,ASN000679,SUBMITTED,DOK001574,,2026-02-09 05:42:22,
PDF020575,ASN000703,SUBMITTED,DOK001575,,2025-03-13 20:57:36,
