stok_mutasi_id,produk_id,umkm_id,tipe_mutasi,jumlah_perubahan,stok_sebelum,stok_sesudah,referensi_tipe,referensi_id,catatan,created_by_akun_id,created_at
STK040143,PRD013562,UMK003396,SALE,-1,135,134,PENJUALAN,PJL040143,Pengurangan stok karena penjualan Jamur Tiram.,AKUN003646,2025-05-06 03:37:14
STK040144,PRD018191,UMK004563,RESTOCK,103,101,204,PEMBELIAN_STOK,RST-00040144,Restock produk Sirup Jahe dari produksi/pembelian baru.,AKUN004813,2026-04-12 22:45:39
STK040145,PRD004959,UMK001263,SALE,-1,156,155,PENJUALAN,PJL040145,Pengurangan stok karena penjualan Bumbu Pecel.,AKUN001513,2025-07-20 22:58:44
STK040146,PRD001210,UMK000324,SALE,-2,52,50,PENJUALAN,PJL040146,Pengurangan stok karena penjualan Desain Marketplace.,AKUN000574,2024-02-10 06:49:59
STK040147,PRD003525,UMK000910,ADJUSTMENT,12,71,83,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Hampers UMKM.,AKUN001160,2025-09-25 00:18:55
STK040148,PRD002645,UMK000687,ADJUSTMENT,40,40,80,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Desain Marketplace.,AKUN000937,2024-12-30 03:47:50
STK040149,PRD010183,UMK002542,SALE,-1,31,30,PENJUALAN,PJL040149,Pengurangan stok karena penjualan Blouse Batik.,AKUN002792,2026-05-24 22:03:42
STK040150,PRD007951,UMK001992,RESTOCK,120,33,153,PEMBELIAN_STOK,RST-00040150,Restock produk Brownies Kukus dari produksi/pembelian baru.,AKUN002242,2025-08-31 05:40:08
STK040151,PRD001283,UMK000342,RESTOCK,133,31,164,PEMBELIAN_STOK,RST-00040151,Restock produk Jasa Kelola Instagram dari produksi/pembelian baru.,AKUN000592,2024-02-14 23:47:09
STK040152,PRD001000,UMK000267,SALE,-3,117,114,PENJUALAN,PJL040152,Pengurangan stok karena penjualan Beras Organik.,AKUN000517,2025-07-23 11:17:19
STK040153,PRD014276,UMK003579,SALE,-2,125,123,PENJUALAN,PJL040153,Pengurangan stok karena penjualan Bakpia Mini.,AKUN003829,2025-03-04 16:36:56
STK040154,PRD002006,UMK000523,SALE,-3,116,113,PENJUALAN,PJL040154,Pengurangan stok karena penjualan Bakpia Mini.,AKUN000773,2025-09-13 12:01:57
STK040155,PRD006349,UMK001598,SALE,-1,106,105,PENJUALAN,PJL040155,Pengurangan stok karena penjualan Hampers UMKM.,AKUN001848,2024-07-23 17:45:36
STK040156,PRD006741,UMK001699,SALE,-4,111,107,PENJUALAN,PJL040156,Pengurangan stok karena penjualan Miniatur Wayang.,AKUN001949,2025-04-25 08:33:13
STK040157,PRD010138,UMK002532,RESTOCK,159,203,362,PEMBELIAN_STOK,RST-00040157,Restock produk Kue Kering dari produksi/pembelian baru.,AKUN002782,2026-05-31 18:05:13
STK040158,PRD012374,UMK003097,RESTOCK,62,158,220,PEMBELIAN_STOK,RST-00040158,Restock produk Madu Hutan dari produksi/pembelian baru.,AKUN003347,2024-05-01 03:30:44
STK040159,PRD008711,UMK002181,SALE,-4,153,149,PENJUALAN,PJL040159,Pengurangan stok karena penjualan Kacang Bawang.,AKUN002431,2026-04-22 07:42:43
STK040160,PRD014412,UMK003613,ADJUSTMENT,8,177,185,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Aneka Donat.,AKUN003863,2025-03-08 12:22:37
STK040161,PRD011175,UMK002797,RESTOCK,62,58,120,PEMBELIAN_STOK,RST-00040161,Restock produk Dimsum Ayam dari produksi/pembelian baru.,AKUN003047,2024-06-23 06:44:59
STK040162,PRD017746,UMK004448,SALE,-1,358,357,PENJUALAN,PJL040162,Pengurangan stok karena penjualan Paket Alat Kebersihan.,AKUN004698,2024-03-04 03:25:32
STK040163,PRD017370,UMK004354,SALE,-2,8,6,PENJUALAN,PJL040163,Pengurangan stok karena penjualan Paket Catering Event.,AKUN004604,2024-03-07 22:30:44
STK040164,PRD000790,UMK000213,RESTOCK,85,52,137,PEMBELIAN_STOK,RST-00040164,Restock produk Kursus Privat dari produksi/pembelian baru.,AKUN000463,2024-08-05 01:22:04
STK040165,PRD002684,UMK000696,RESTOCK,169,32,201,PEMBELIAN_STOK,RST-00040165,Restock produk Servis AC Rumahan dari produksi/pembelian baru.,AKUN000946,2024-02-19 09:44:02
STK040166,PRD002937,UMK000761,RESTOCK,78,101,179,PEMBELIAN_STOK,RST-00040166,Restock produk Abon Sapi dari produksi/pembelian baru.,AKUN001011,2025-02-10 12:25:12
STK040167,PRD019918,UMK004996,SALE,-4,74,70,PENJUALAN,PJL040167,Pengurangan stok karena penjualan Totebag Kanvas.,AKUN005246,2025-08-27 05:49:01
STK040168,PRD014532,UMK003643,SALE,-1,358,357,PENJUALAN,PJL040168,Pengurangan stok karena penjualan Paket Sembako.,AKUN003893,2025-07-09 04:38:07
STK040169,PRD001426,UMK000375,SALE,-1,457,456,PENJUALAN,PJL040169,Pengurangan stok karena penjualan Minuman Kemasan.,AKUN000625,2026-04-10 11:31:55
STK040170,PRD000684,UMK000183,RESTOCK,130,44,174,PEMBELIAN_STOK,RST-00040170,Restock produk Roti Pisang dari produksi/pembelian baru.,AKUN000433,2024-05-13 22:28:09
STK040171,PRD003417,UMK000881,SALE,-6,63,57,PENJUALAN,PJL040171,Pengurangan stok karena penjualan Snack Mix.,AKUN001131,2026-04-22 02:07:53
STK040172,PRD002548,UMK000662,ADJUSTMENT,-13,210,197,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Nasi Box.,AKUN000912,2025-11-12 02:53:06
STK040173,PRD007079,UMK001783,RESTOCK,81,2,83,PEMBELIAN_STOK,RST-00040173,Restock produk Desain Label Produk dari produksi/pembelian baru.,AKUN002033,2024-06-18 20:29:33
STK040174,PRD017994,UMK004510,ADJUSTMENT,-21,77,56,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Frame Foto Kayu.,AKUN004760,2025-04-14 16:27:28
STK040175,PRD019469,UMK004884,SALE,-2,53,51,PENJUALAN,PJL040175,Pengurangan stok karena penjualan Video Promosi.,AKUN005134,2024-02-21 15:45:03
STK040176,PRD004666,UMK001190,CANCEL_SALE,3,133,136,PENJUALAN,PJL040176,Stok kembali karena pembatalan penjualan Wedang Uwuh.,AKUN001440,2025-06-22 15:56:34
STK040177,PRD013340,UMK003341,SALE,-4,113,109,PENJUALAN,PJL040177,Pengurangan stok karena penjualan Peyek Kacang.,AKUN003591,2025-01-20 13:43:59
STK040178,PRD013236,UMK003316,SALE,-2,227,225,PENJUALAN,PJL040178,Pengurangan stok karena penjualan Kue Kering.,AKUN003566,2026-03-04 08:16:05
STK040179,PRD005161,UMK001313,RESTOCK,162,30,192,PEMBELIAN_STOK,RST-00040179,Restock produk Jasa Kelola Instagram dari produksi/pembelian baru.,AKUN001563,2024-12-19 16:56:21
STK040180,PRD003474,UMK000897,CANCEL_SALE,5,321,326,PENJUALAN,PJL040180,Stok kembali karena pembatalan penjualan Keripik Singkong.,AKUN001147,2024-05-30 13:17:06
STK040181,PRD006822,UMK001721,RESTOCK,63,84,147,PEMBELIAN_STOK,RST-00040181,Restock produk Konsultasi Pembukuan dari produksi/pembelian baru.,AKUN001971,2025-12-02 13:04:47
STK040182,PRD003771,UMK000971,SALE,-3,48,45,PENJUALAN,PJL040182,Pengurangan stok karena penjualan Hiasan Meja Resin.,AKUN001221,2024-08-22 01:43:56
STK040183,PRD016597,UMK004158,SALE,-2,72,70,PENJUALAN,PJL040183,Pengurangan stok karena penjualan Serundeng Kelapa.,AKUN004408,2024-11-09 00:52:51
STK040184,PRD007278,UMK001834,SALE,-1,30,29,PENJUALAN,PJL040184,Pengurangan stok karena penjualan Landing Page UMKM.,AKUN002084,2024-09-15 00:17:38
STK040185,PRD017897,UMK004485,SALE,-3,98,95,PENJUALAN,PJL040185,Pengurangan stok karena penjualan Tas Rajut.,AKUN004735,2025-09-24 00:40:33
STK040186,PRD000423,UMK000114,ADJUSTMENT,-32,81,49,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Frozen Food.,AKUN000364,2026-01-03 02:36:59
STK040187,PRD013004,UMK003256,SALE,-1,139,138,PENJUALAN,PJL040187,Pengurangan stok karena penjualan Sayur Hidroponik.,AKUN003506,2025-11-14 09:01:21
STK040188,PRD005209,UMK001326,RESTOCK,103,156,259,PEMBELIAN_STOK,RST-00040188,Restock produk Jamur Tiram dari produksi/pembelian baru.,AKUN001576,2025-10-27 06:22:00
STK040189,PRD005905,UMK001485,RESTOCK,100,119,219,PEMBELIAN_STOK,RST-00040189,Restock produk Sirup Jahe dari produksi/pembelian baru.,AKUN001735,2025-12-07 11:38:44
STK040190,PRD016557,UMK004147,SALE,-1,406,405,PENJUALAN,PJL040190,Pengurangan stok karena penjualan Minuman Kemasan.,AKUN004397,2025-06-16 13:09:23
STK040191,PRD010096,UMK002523,CANCEL_SALE,2,396,398,PENJUALAN,PJL040191,Stok kembali karena pembatalan penjualan Paket Sembako.,AKUN002773,2024-02-07 21:27:22
STK040192,PRD012857,UMK003214,SALE,-2,88,86,PENJUALAN,PJL040192,Pengurangan stok karena penjualan Servis Elektronik.,AKUN003464,2025-05-04 04:33:45
STK040193,PRD015134,UMK003791,SALE,-6,90,84,PENJUALAN,PJL040193,Pengurangan stok karena penjualan Aneka Donat.,AKUN004041,2024-10-11 23:44:23
STK040194,PRD010946,UMK002737,SALE,-4,252,248,PENJUALAN,PJL040194,Pengurangan stok karena penjualan Produk Reseller.,AKUN002987,2025-08-19 11:09:23
STK040195,PRD015157,UMK003796,SALE,-3,108,105,PENJUALAN,PJL040195,Pengurangan stok karena penjualan Shampoo Herbal.,AKUN004046,2025-05-12 22:02:26
STK040196,PRD017126,UMK004291,SALE,-2,71,69,PENJUALAN,PJL040196,Pengurangan stok karena penjualan Gantungan Kunci.,AKUN004541,2026-03-24 22:17:54
STK040197,PRD014705,UMK003685,CANCEL_SALE,1,74,75,PENJUALAN,PJL040197,Stok kembali karena pembatalan penjualan Hair Tonic Herbal.,AKUN003935,2024-08-29 02:43:30
STK040198,PRD005357,UMK001359,SALE,-5,51,46,PENJUALAN,PJL040198,Pengurangan stok karena penjualan Sabun Herbal.,AKUN001609,2025-02-02 01:11:55
STK040199,PRD010562,UMK002641,RESTOCK,72,92,164,PEMBELIAN_STOK,RST-00040199,Restock produk Bumbu Pecel dari produksi/pembelian baru.,AKUN002891,2024-03-09 17:31:13
STK040200,PRD000621,UMK000167,SALE,-1,90,89,PENJUALAN,PJL040200,Pengurangan stok karena penjualan Masker Wajah.,AKUN000417,2025-10-10 18:29:40
STK040201,PRD017081,UMK004281,SALE,-1,31,30,PENJUALAN,PJL040201,Pengurangan stok karena penjualan Landing Page UMKM.,AKUN004531,2024-12-21 02:23:14
STK040202,PRD000710,UMK000191,SALE,-2,246,244,PENJUALAN,PJL040202,Pengurangan stok karena penjualan Produk Reseller.,AKUN000441,2024-06-14 04:50:57
STK040203,PRD009427,UMK002359,SALE,-4,36,32,PENJUALAN,PJL040203,Pengurangan stok karena penjualan Roti Pisang.,AKUN002609,2024-10-01 07:09:58
STK040204,PRD015959,UMK004001,RESTOCK,108,28,136,PEMBELIAN_STOK,RST-00040204,Restock produk Hampers UMKM dari produksi/pembelian baru.,AKUN004251,2025-05-10 15:31:52
STK040205,PRD003277,UMK000844,SALE,-2,151,149,PENJUALAN,PJL040205,Pengurangan stok karena penjualan Aneka ATK.,AKUN001094,2025-11-16 07:20:17
STK040206,PRD018070,UMK004531,SALE,-7,245,238,PENJUALAN,PJL040206,Pengurangan stok karena penjualan Keripik Singkong.,AKUN004781,2026-05-10 15:52:58
STK040207,PRD011072,UMK002771,SALE,-2,669,667,PENJUALAN,PJL040207,Pengurangan stok karena penjualan Peralatan Dapur.,AKUN003021,2025-12-08 12:13:00
STK040208,PRD011259,UMK002816,RESTOCK,59,107,166,PEMBELIAN_STOK,RST-00040208,Restock produk Teh Herbal dari produksi/pembelian baru.,AKUN003066,2024-02-09 01:13:49
STK040209,PRD014119,UMK003535,SALE,-1,109,108,PENJUALAN,PJL040209,Pengurangan stok karena penjualan Rengginang Gurih.,AKUN003785,2026-03-22 12:11:27
STK040210,PRD008995,UMK002254,SALE,-2,23,21,PENJUALAN,PJL040210,Pengurangan stok karena penjualan Jasa Desain Logo.,AKUN002504,2025-11-23 00:23:56
STK040211,PRD007027,UMK001770,RESTOCK,96,33,129,PEMBELIAN_STOK,RST-00040211,Restock produk Hijab Motif dari produksi/pembelian baru.,AKUN002020,2024-04-23 17:04:29
STK040212,PRD005995,UMK001508,ADJUSTMENT,-4,140,136,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Pupuk Organik.,AKUN001758,2024-02-20 18:05:53
STK040213,PRD015422,UMK003869,ADJUSTMENT,-37,40,3,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Produk Rajut.,AKUN004119,2025-05-03 20:31:24
STK040214,PRD005450,UMK001381,CANCEL_SALE,4,165,169,PENJUALAN,PJL040214,Stok kembali karena pembatalan penjualan Lulur Tradisional.,AKUN001631,2025-12-25 03:31:09
STK040215,PRD016112,UMK004041,ADJUSTMENT,-18,42,24,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Dompet Kulit.,AKUN004291,2025-05-14 11:06:44
STK040216,PRD007168,UMK001808,ADJUSTMENT,29,60,89,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Paket Foto Katalog.,AKUN002058,2026-05-18 09:45:21
STK040217,PRD011651,UMK002911,SALE,-2,106,104,PENJUALAN,PJL040217,Pengurangan stok karena penjualan Jahe Merah Instan.,AKUN003161,2024-01-23 19:00:05
STK040218,PRD002620,UMK000682,RESTOCK,155,308,463,PEMBELIAN_STOK,RST-00040218,Restock produk Paket Hampers dari produksi/pembelian baru.,AKUN000932,2024-08-19 20:32:52
STK040219,PRD005621,UMK001422,SALE,-1,28,27,PENJUALAN,PJL040219,Pengurangan stok karena penjualan Desain Label Produk.,AKUN001672,2024-02-03 19:31:00
STK040220,PRD002629,UMK000683,SALE,-5,153,148,PENJUALAN,PJL040220,Pengurangan stok karena penjualan Kopi Susu Botol.,AKUN000933,2026-05-21 11:07:14
STK040221,PRD001437,UMK000377,SALE,-3,28,25,PENJUALAN,PJL040221,Pengurangan stok karena penjualan Laundry Kiloan.,AKUN000627,2026-01-06 19:11:48
STK040222,PRD004329,UMK001107,SALE,-7,108,101,PENJUALAN,PJL040222,Pengurangan stok karena penjualan Aromaterapi.,AKUN001357,2026-03-06 17:31:57
STK040223,PRD004659,UMK001188,RESTOCK,148,94,242,PEMBELIAN_STOK,RST-00040223,Restock produk Scarf Motif dari produksi/pembelian baru.,AKUN001438,2024-12-14 02:47:26
STK040224,PRD019664,UMK004931,ADJUSTMENT,12,118,130,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Seragam Komunitas.,AKUN005181,2026-04-24 00:24:44
STK040225,PRD008787,UMK002199,RESTOCK,55,207,262,PEMBELIAN_STOK,RST-00040225,Restock produk Bakpia Mini dari produksi/pembelian baru.,AKUN002449,2025-09-24 09:17:13
STK040226,PRD003220,UMK000831,SALE,-4,100,96,PENJUALAN,PJL040226,Pengurangan stok karena penjualan Brownies Kukus.,AKUN001081,2024-07-31 01:46:13
STK040227,PRD005220,UMK001329,RESTOCK,118,54,172,PEMBELIAN_STOK,RST-00040227,Restock produk Konsultasi Pembukuan dari produksi/pembelian baru.,AKUN001579,2024-05-15 05:40:44
STK040228,PRD007073,UMK001782,SALE,-1,240,239,PENJUALAN,PJL040228,Pengurangan stok karena penjualan Bumbu Pecel.,AKUN002032,2024-09-03 07:05:26
STK040229,PRD013748,UMK003441,SALE,-3,28,25,PENJUALAN,PJL040229,Pengurangan stok karena penjualan Roti Pisang.,AKUN003691,2025-02-22 16:47:01
STK040230,PRD013765,UMK003446,ADJUSTMENT,20,143,163,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Shampoo Herbal.,AKUN003696,2024-12-04 09:31:19
STK040231,PRD008234,UMK002062,SALE,-7,140,133,PENJUALAN,PJL040231,Pengurangan stok karena penjualan Frozen Food.,AKUN002312,2025-03-18 03:56:22
STK040232,PRD004957,UMK001262,SALE,-2,162,160,PENJUALAN,PJL040232,Pengurangan stok karena penjualan Bibit Cabai.,AKUN001512,2024-12-16 01:00:47
STK040233,PRD017746,UMK004448,RESTOCK,37,366,403,PEMBELIAN_STOK,RST-00040233,Restock produk Paket Alat Kebersihan dari produksi/pembelian baru.,AKUN004698,2024-10-10 01:38:58
STK040234,PRD017541,UMK004399,SALE,-9,90,81,PENJUALAN,PJL040234,Pengurangan stok karena penjualan Sambal Bawang.,AKUN004649,2025-12-10 09:54:18
STK040235,PRD011647,UMK002909,ADJUSTMENT,36,41,77,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Abon Sapi.,AKUN003159,2024-05-01 11:55:30
STK040236,PRD016563,UMK004149,ADJUSTMENT,-30,30,0,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Laundry Kiloan.,AKUN004399,2024-12-15 16:43:35
STK040237,PRD010973,UMK002743,SALE,-2,79,77,PENJUALAN,PJL040237,Pengurangan stok karena penjualan Vas Anyaman.,AKUN002993,2025-11-22 06:55:23
STK040238,PRD019405,UMK004866,SALE,-2,9,7,PENJUALAN,PJL040238,Pengurangan stok karena penjualan Pupuk Organik.,AKUN005116,2025-09-17 02:55:23
STK040239,PRD001732,UMK000451,RESTOCK,115,103,218,PEMBELIAN_STOK,RST-00040239,Restock produk Aplikasi Kasir Sederhana dari produksi/pembelian baru.,AKUN000701,2025-04-04 00:56:21
STK040240,PRD001808,UMK000472,SALE,-2,56,54,PENJUALAN,PJL040240,Pengurangan stok karena penjualan Laundry Kiloan.,AKUN000722,2025-06-18 12:33:45
STK040241,PRD019301,UMK004837,CANCEL_SALE,1,342,343,PENJUALAN,PJL040241,Stok kembali karena pembatalan penjualan Paket Snack Kantor.,AKUN005087,2025-04-17 10:03:52
STK040242,PRD004264,UMK001089,RESTOCK,164,20,184,PEMBELIAN_STOK,RST-00040242,Restock produk Souvenir Pernikahan dari produksi/pembelian baru.,AKUN001339,2025-10-05 23:56:54
STK040243,PRD019830,UMK004973,RESTOCK,49,166,215,PEMBELIAN_STOK,RST-00040243,Restock produk Gula Aren dari produksi/pembelian baru.,AKUN005223,2025-01-02 11:29:13
STK040244,PRD016942,UMK004246,ADJUSTMENT,39,176,215,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Rengginang Gurih.,AKUN004496,2024-04-26 02:58:52
STK040245,PRD006523,UMK001644,RESTOCK,168,110,278,PEMBELIAN_STOK,RST-00040245,Restock produk Peyek Kacang dari produksi/pembelian baru.,AKUN001894,2025-10-30 08:28:12
STK040246,PRD001521,UMK000399,SALE,-4,73,69,PENJUALAN,PJL040246,Pengurangan stok karena penjualan Serum Herbal.,AKUN000649,2024-07-19 14:56:12
STK040247,PRD003159,UMK000817,ADJUSTMENT,33,163,196,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Nasi Box.,AKUN001067,2025-09-18 18:32:51
STK040248,PRD018550,UMK004657,SALE,-3,112,109,PENJUALAN,PJL040248,Pengurangan stok karena penjualan Pouch Batik.,AKUN004907,2024-02-23 02:18:40
STK040249,PRD004896,UMK001245,RESTOCK,10,57,67,PEMBELIAN_STOK,RST-00040249,Restock produk Desain Marketplace dari produksi/pembelian baru.,AKUN001495,2026-02-03 16:08:32
STK040250,PRD015067,UMK003772,ADJUSTMENT,24,152,176,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Gula Aren.,AKUN004022,2024-12-18 22:42:26
STK040251,PRD013133,UMK003288,ADJUSTMENT,20,51,71,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Rengginang Gurih.,AKUN003538,2025-06-09 02:33:45
STK040252,PRD012487,UMK003126,ADJUSTMENT,37,379,416,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Aneka ATK.,AKUN003376,2024-12-17 04:59:35
STK040253,PRD006225,UMK001566,CANCEL_SALE,1,252,253,PENJUALAN,PJL040253,Stok kembali karena pembatalan penjualan Dimsum Ayam.,AKUN001816,2025-02-09 02:42:05
STK040254,PRD010081,UMK002519,ADJUSTMENT,-11,54,43,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Bakpia Mini.,AKUN002769,2024-09-26 12:49:41
STK040255,PRD017163,UMK004301,RESTOCK,174,170,344,PEMBELIAN_STOK,RST-00040255,Restock produk Minyak Kelapa dari produksi/pembelian baru.,AKUN004551,2024-08-19 11:33:30
STK040256,PRD006264,UMK001576,SALE,-2,67,65,PENJUALAN,PJL040256,Pengurangan stok karena penjualan Aplikasi Kasir Sederhana.,AKUN001826,2024-04-08 05:43:11
STK040257,PRD008923,UMK002235,ADJUSTMENT,5,113,118,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Minyak Rambut.,AKUN002485,2025-06-07 21:25:12
STK040258,PRD001840,UMK000480,ADJUSTMENT,-25,135,110,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Pempek Frozen.,AKUN000730,2026-03-12 21:24:39
STK040259,PRD013686,UMK003427,SALE,-7,132,125,PENJUALAN,PJL040259,Pengurangan stok karena penjualan Sirup Jahe.,AKUN003677,2025-04-03 06:50:46
STK040260,PRD000657,UMK000178,SALE,-4,1369,1365,PENJUALAN,PJL040260,Pengurangan stok karena penjualan Minuman Kemasan.,AKUN000428,2024-05-14 13:28:56
STK040261,PRD002487,UMK000648,ADJUSTMENT,-28,291,263,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Snack Mix.,AKUN000898,2024-06-12 12:33:57
STK040262,PRD013078,UMK003275,ADJUSTMENT,-17,97,80,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Blouse Batik.,AKUN003525,2024-06-16 02:26:02
STK040263,PRD014199,UMK003557,SALE,-5,197,192,PENJUALAN,PJL040263,Pengurangan stok karena penjualan Beras Organik.,AKUN003807,2025-03-16 14:35:49
STK040264,PRD010811,UMK002703,SALE,-4,67,63,PENJUALAN,PJL040264,Pengurangan stok karena penjualan Kopi Robusta.,AKUN002953,2025-05-05 22:57:16
STK040265,PRD015462,UMK003878,SALE,-2,747,745,PENJUALAN,PJL040265,Pengurangan stok karena penjualan Paket Hampers.,AKUN004128,2025-04-22 00:35:04
STK040266,PRD014993,UMK003754,SALE,-3,9,6,PENJUALAN,PJL040266,Pengurangan stok karena penjualan Konsultasi Pembukuan.,AKUN004004,2025-06-22 15:40:37
STK040267,PRD005461,UMK001383,SALE,-2,73,71,PENJUALAN,PJL040267,Pengurangan stok karena penjualan Template Konten.,AKUN001633,2024-04-23 23:25:09
STK040268,PRD011092,UMK002776,SALE,-3,3,0,PENJUALAN,PJL040268,Pengurangan stok karena penjualan Hijab Motif.,AKUN003026,2025-03-18 15:15:54
STK040269,PRD018367,UMK004606,ADJUSTMENT,5,44,49,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Batik Tulis.,AKUN004856,2024-11-27 21:50:30
STK040270,PRD011758,UMK002939,SALE,-5,89,84,PENJUALAN,PJL040270,Pengurangan stok karena penjualan Dimsum Ayam.,AKUN003189,2024-08-20 01:17:05
STK040271,PRD006041,UMK001520,RESTOCK,88,212,300,PEMBELIAN_STOK,RST-00040271,Restock produk Paket Snack Kantor dari produksi/pembelian baru.,AKUN001770,2025-08-24 19:19:29
STK040272,PRD012784,UMK003199,SALE,-4,207,203,PENJUALAN,PJL040272,Pengurangan stok karena penjualan Pouch Batik.,AKUN003449,2026-05-23 06:42:36
STK040273,PRD019773,UMK004959,CANCEL_SALE,2,61,63,PENJUALAN,PJL040273,Stok kembali karena pembatalan penjualan Servis AC Rumahan.,AKUN005209,2025-05-09 14:55:21
STK040274,PRD011783,UMK002946,SALE,-4,57,53,PENJUALAN,PJL040274,Pengurangan stok karena penjualan Kain Tenun.,AKUN003196,2024-06-02 20:46:18
STK040275,PRD009339,UMK002340,SALE,-1,32,31,PENJUALAN,PJL040275,Pengurangan stok karena penjualan Aneka Donat.,AKUN002590,2024-09-21 11:46:10
STK040276,PRD004196,UMK001074,ADJUSTMENT,18,91,109,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Desain Label Produk.,AKUN001324,2025-12-21 23:13:15
STK040277,PRD011411,UMK002854,ADJUSTMENT,12,64,76,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Seragam Komunitas.,AKUN003104,2024-01-26 14:44:44
STK040278,PRD013811,UMK003456,RESTOCK,171,129,300,PEMBELIAN_STOK,RST-00040278,Restock produk Minyak Kelapa dari produksi/pembelian baru.,AKUN003706,2025-10-02 10:54:40
STK040279,PRD018060,UMK004528,ADJUSTMENT,-27,258,231,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Aneka ATK.,AKUN004778,2025-10-31 18:41:35
STK040280,PRD015644,UMK003924,SALE,-1,357,356,PENJUALAN,PJL040280,Pengurangan stok karena penjualan Hair Tonic Herbal.,AKUN004174,2025-05-09 14:10:09
STK040281,PRD015817,UMK003965,SALE,-4,163,159,PENJUALAN,PJL040281,Pengurangan stok karena penjualan Frozen Food.,AKUN004215,2025-09-10 07:15:53
STK040282,PRD007839,UMK001964,SALE,-2,43,41,PENJUALAN,PJL040282,Pengurangan stok karena penjualan Kaos Sablon.,AKUN002214,2024-11-06 01:47:51
STK040283,PRD015248,UMK003821,SALE,-1,55,54,PENJUALAN,PJL040283,Pengurangan stok karena penjualan Abon Sapi.,AKUN004071,2024-12-21 08:34:58
STK040284,PRD002815,UMK000731,SALE,-1,41,40,PENJUALAN,PJL040284,Pengurangan stok karena penjualan Jasa Desain Logo.,AKUN000981,2026-05-21 07:45:57
STK040285,PRD002914,UMK000755,ADJUSTMENT,-9,144,135,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Frozen Food.,AKUN001005,2025-02-17 14:54:40
STK040286,PRD012737,UMK003187,RESTOCK,89,129,218,PEMBELIAN_STOK,RST-00040286,Restock produk Bundling Produk Rumah Tangga dari produksi/pembelian baru.,AKUN003437,2024-08-06 17:20:39
STK040287,PRD016218,UMK004066,RESTOCK,15,54,69,PEMBELIAN_STOK,RST-00040287,Restock produk Video Promosi dari produksi/pembelian baru.,AKUN004316,2025-10-31 00:24:31
STK040288,PRD002722,UMK000705,ADJUSTMENT,29,1307,1336,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Paket Hampers.,AKUN000955,2025-07-15 05:22:09
STK040289,PRD018913,UMK004743,RESTOCK,5,37,42,PEMBELIAN_STOK,RST-00040289,Restock produk Desain Feed dari produksi/pembelian baru.,AKUN004993,2025-09-14 14:44:15
STK040290,PRD008345,UMK002090,SALE,-4,217,213,PENJUALAN,PJL040290,Pengurangan stok karena penjualan Peralatan Dapur.,AKUN002340,2024-09-26 00:09:47
STK040291,PRD006586,UMK001662,ADJUSTMENT,-28,275,247,KOREKSI_STOK,,Penyesuaian stok hasil stock opname untuk Paket Sembako.,AKUN001912,2024-02-14 07:56:36
STK040292,PRD005022,UMK001280,RESTOCK,14,23,37,PEMBELIAN_STOK,RST-00040292,Restock produk Desain Banner Online dari produksi/pembelian baru.,AKUN001530,2025-11-03 22:25:41
STK040293,PRD012232,UMK003059,SALE,-3,31,28,PENJUALAN,PJL040293,Pengurangan stok karena penjualan Tas Rajut.,AKUN003309,2025-02-09 23:32:36
STK040294,PRD019621,UMK004922,SALE,-6,68,62,PENJUALAN,PJL040294,Pengurangan stok karena penjualan Rengginang Gurih.,AKUN005172,2025-10-10 09:00:29
