penjualan_id,umkm_id,tanggal_transaksi,nomor_transaksi,total_omzet,total_laba,total_item,catatan,status_transaksi,created_by_akun_id,created_at,updated_at
PJL039920,UMK000167,2024-02-29,SALE-2024-00039920,642000,184100,4,Penjualan produk utama dan produk pendukung.,FINAL,AKUN000417,2024-02-29 18:14:39,2024-02-29 18:14:39
PJL039921,UMK004157,2026-05-01,SALE-2026-00039921,437500,196000,7,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN004407,2026-05-02 06:19:00,2026-05-02 06:19:00
PJL039922,UMK000179,2026-05-31,SALE-2026-00039922,1976000,480600,2,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN000429,2026-05-31 09:52:48,2026-05-31 09:52:48
PJL039923,UMK000746,2024-10-03,SALE-2024-00039923,996000,443500,2,Transaksi final dari rekap UMKM.,CANCELLED,AKUN000996,2024-10-03 08:53:23,2024-10-03 12:06:23
PJL039924,UMK000448,2025-08-04,SALE-2025-00039924,482500,173700,5,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN000698,2025-08-04 04:37:47,2025-08-04 04:37:47
PJL039925,UMK003450,2025-02-25,SALE-2025-00039925,1590500,729400,1,Penjualan harian dari kanal offline dan/atau online.,CANCELLED,AKUN003700,2025-02-26 02:30:47,2025-02-26 03:51:47
PJL039926,UMK001729,2024-02-29,SALE-2024-00039926,459000,196500,6,Transaksi final dari rekap UMKM.,FINAL,AKUN001979,2024-02-29 21:36:47,2024-02-29 21:36:47
PJL039927,UMK003025,2025-03-11,SALE-2025-00039927,528000,178500,3,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN003275,2025-03-12 06:10:24,2025-03-12 06:10:24
PJL039928,UMK001025,2025-01-17,SALE-2025-00039928,112500,42000,1,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN001275,2025-01-17 12:03:11,2025-01-17 12:03:11
PJL039929,UMK001341,2024-06-02,SALE-2024-00039929,144000,69800,1,Penjualan produk utama dan produk pendukung.,FINAL,AKUN001591,2024-06-02 11:23:55,2024-06-02 11:23:55
PJL039930,UMK003658,2025-09-20,SALE-2025-00039930,504000,187000,4,Penjualan produk utama dan produk pendukung.,CANCELLED,AKUN003908,2025-09-20 21:39:19,2025-09-21 01:38:19
PJL039931,UMK003087,2025-11-01,SALE-2025-00039931,239500,123800,1,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN003337,2025-11-02 06:18:41,2025-11-02 06:18:41
PJL039932,UMK002737,2024-01-28,SALE-2024-00039932,814000,387200,4,Transaksi final dari rekap UMKM.,FINAL,AKUN002987,2024-01-29 04:10:46,2024-01-29 04:10:46
PJL039933,UMK000170,2024-08-15,SALE-2024-00039933,256000,58400,2,Transaksi final dari rekap UMKM.,FINAL,AKUN000420,2024-08-16 06:09:45,2024-08-16 06:09:45
PJL039934,UMK003043,2025-10-17,SALE-2025-00039934,1015000,503300,2,Penjualan produk utama dan produk pendukung.,FINAL,AKUN003293,2025-10-18 08:04:38,2025-10-18 08:04:38
PJL039935,UMK001980,2026-05-18,SALE-2026-00039935,748000,348200,4,Transaksi final dari rekap UMKM.,FINAL,AKUN002230,2026-05-18 20:22:06,2026-05-18 20:22:06
PJL039936,UMK002818,2025-02-05,SALE-2025-00039936,366000,167500,3,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN003068,2025-02-05 16:46:32,2025-02-05 16:46:32
PJL039937,UMK000877,2026-02-24,SALE-2026-00039937,217000,77100,2,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN001127,2026-02-24 08:25:45,2026-02-24 08:25:45
PJL039938,UMK002257,2026-04-08,SALE-2026-00039938,436000,126000,4,Transaksi final dari rekap UMKM.,FINAL,AKUN002507,2026-04-08 04:29:44,2026-04-08 04:29:44
PJL039939,UMK002506,2025-05-21,SALE-2025-00039939,46500,21200,1,Transaksi final dari rekap UMKM.,FINAL,AKUN002756,2025-05-21 16:39:07,2025-05-21 16:39:07
PJL039940,UMK000882,2025-06-28,SALE-2025-00039940,80000,33400,4,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN001132,2025-06-28 12:48:51,2025-06-28 12:48:51
PJL039941,UMK001295,2024-01-21,SALE-2024-00039941,193000,78100,2,Penjualan produk utama dan produk pendukung.,FINAL,AKUN001545,2024-01-22 03:29:21,2024-01-22 03:29:21
PJL039942,UMK000249,2025-11-04,SALE-2025-00039942,274000,95300,2,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN000499,2025-11-05 11:22:41,2025-11-05 11:22:41
PJL039943,UMK003275,2025-10-18,SALE-2025-00039943,369000,97600,2,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN003525,2025-10-18 22:21:29,2025-10-18 22:21:29
PJL039944,UMK003928,2024-04-07,SALE-2024-00039944,1357000,551500,2,Transaksi final dari rekap UMKM.,FINAL,AKUN004178,2024-04-08 07:40:53,2024-04-08 07:40:53
PJL039945,UMK002413,2026-01-15,SALE-2026-00039945,994000,334000,4,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN002663,2026-01-16 08:43:18,2026-01-16 08:43:18
PJL039946,UMK003025,2025-10-07,SALE-2025-00039946,748000,143200,4,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN003275,2025-10-08 08:37:15,2025-10-08 08:37:15
PJL039947,UMK001746,2024-02-17,SALE-2024-00039947,321500,160200,1,Transaksi final dari rekap UMKM.,DRAFT,AKUN001996,2024-02-17 13:01:40,2024-02-17 16:03:40
PJL039948,UMK001309,2026-02-08,SALE-2026-00039948,1025000,520700,2,Penjualan produk utama dan produk pendukung.,FINAL,AKUN001559,2026-02-09 04:20:09,2026-02-09 04:20:09
PJL039949,UMK002211,2024-05-10,SALE-2024-00039949,1113000,236500,3,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN002461,2024-05-10 10:04:53,2024-05-10 10:04:53
PJL039950,UMK003497,2024-03-16,SALE-2024-00039950,560000,115200,4,Penjualan produk utama dan produk pendukung.,FINAL,AKUN003747,2024-03-16 21:49:13,2024-03-16 21:49:13
PJL039951,UMK000512,2025-01-20,SALE-2025-00039951,1090000,196900,4,Penjualan produk utama dan produk pendukung.,FINAL,AKUN000762,2025-01-20 14:41:56,2025-01-20 14:41:56
PJL039952,UMK002780,2026-03-13,SALE-2026-00039952,1040000,276200,2,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN003030,2026-03-14 07:34:26,2026-03-14 07:34:26
PJL039953,UMK000254,2026-05-26,SALE-2026-00039953,1278000,302300,4,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN000504,2026-05-27 06:48:03,2026-05-27 06:48:03
PJL039954,UMK004863,2024-05-27,SALE-2024-00039954,514500,260900,7,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN005113,2024-05-27 17:10:09,2024-05-27 17:10:09
PJL039955,UMK003428,2024-05-22,SALE-2024-00039955,454000,200000,4,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN003678,2024-05-22 09:40:36,2024-05-22 09:40:36
PJL039956,UMK001042,2024-12-13,SALE-2024-00039956,981000,323500,6,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN001292,2024-12-13 19:02:35,2024-12-13 19:02:35
PJL039957,UMK003467,2025-12-15,SALE-2025-00039957,919500,316100,1,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN003717,2025-12-15 09:56:57,2025-12-15 09:56:57
PJL039958,UMK004199,2024-07-23,SALE-2024-00039958,86000,38400,4,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN004449,2024-07-23 16:22:04,2024-07-23 16:22:04
PJL039959,UMK001074,2026-02-07,SALE-2026-00039959,536000,173700,1,Penjualan harian dari kanal offline dan/atau online.,CANCELLED,AKUN001324,2026-02-07 09:10:43,2026-02-07 09:31:43
PJL039960,UMK001251,2025-03-31,SALE-2025-00039960,852000,162300,4,Transaksi final dari rekap UMKM.,FINAL,AKUN001501,2025-04-01 08:35:14,2025-04-01 08:35:14
PJL039961,UMK003895,2026-04-24,SALE-2026-00039961,1548000,779800,2,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN004145,2026-04-24 08:55:42,2026-04-24 08:55:42
PJL039962,UMK003763,2026-03-13,SALE-2026-00039962,1472000,417600,2,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN004013,2026-03-14 04:10:35,2026-03-14 04:10:35
PJL039963,UMK004480,2026-02-15,SALE-2026-00039963,1000500,319200,3,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN004730,2026-02-15 19:52:01,2026-02-15 19:52:01
PJL039964,UMK001528,2025-12-28,SALE-2025-00039964,1274000,428900,1,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN001778,2025-12-29 07:26:07,2025-12-29 07:26:07
PJL039965,UMK000298,2025-01-13,SALE-2025-00039965,73000,25000,1,Penjualan produk utama dan produk pendukung.,FINAL,AKUN000548,2025-01-14 00:11:32,2025-01-14 00:11:32
PJL039966,UMK003931,2024-06-06,SALE-2024-00039966,1420000,728100,4,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN004181,2024-06-06 21:15:33,2024-06-06 21:15:33
PJL039967,UMK001557,2024-08-25,SALE-2024-00039967,533000,277000,2,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN001807,2024-08-26 04:55:56,2024-08-26 04:55:56
PJL039968,UMK002578,2025-04-23,SALE-2025-00039968,425000,183400,1,Penjualan produk utama dan produk pendukung.,FINAL,AKUN002828,2025-04-23 12:22:41,2025-04-23 12:22:41
PJL039969,UMK002152,2024-09-22,SALE-2024-00039969,1062000,215200,4,Transaksi final dari rekap UMKM.,FINAL,AKUN002402,2024-09-22 20:03:50,2024-09-22 20:03:50
PJL039970,UMK003574,2024-05-13,SALE-2024-00039970,163500,75500,3,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN003824,2024-05-14 01:48:43,2024-05-14 01:48:43
PJL039971,UMK002330,2024-07-19,SALE-2024-00039971,103500,48800,3,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN002580,2024-07-19 19:09:48,2024-07-19 19:09:48
PJL039972,UMK001906,2024-08-15,SALE-2024-00039972,59000,30000,1,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN002156,2024-08-15 23:00:55,2024-08-15 23:00:55
PJL039973,UMK000796,2025-10-12,SALE-2025-00039973,147000,61100,6,Transaksi final dari rekap UMKM.,FINAL,AKUN001046,2025-10-12 16:11:29,2025-10-12 16:11:29
PJL039974,UMK000596,2024-05-16,SALE-2024-00039974,61500,26200,1,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN000846,2024-05-17 07:56:17,2024-05-17 07:56:17
PJL039975,UMK004739,2024-02-19,SALE-2024-00039975,1134000,587300,4,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN004989,2024-02-19 17:58:51,2024-02-19 17:58:51
PJL039976,UMK002580,2024-04-03,SALE-2024-00039976,696000,221200,1,Penjualan produk utama dan produk pendukung.,FINAL,AKUN002830,2024-04-04 04:49:40,2024-04-04 04:49:40
PJL039977,UMK000268,2026-04-26,SALE-2026-00039977,127500,26400,1,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN000518,2026-04-27 06:26:46,2026-04-27 06:26:46
PJL039978,UMK001425,2024-10-30,SALE-2024-00039978,455000,189500,2,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN001675,2024-10-30 13:30:37,2024-10-30 13:30:37
PJL039979,UMK001064,2024-02-21,SALE-2024-00039979,67000,17800,2,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN001314,2024-02-21 20:13:47,2024-02-21 20:13:47
PJL039980,UMK002415,2024-12-24,SALE-2024-00039980,84000,29000,2,Penjualan produk utama dan produk pendukung.,FINAL,AKUN002665,2024-12-25 13:11:46,2024-12-25 13:11:46
PJL039981,UMK003827,2025-05-10,SALE-2025-00039981,442500,133100,5,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN004077,2025-05-11 05:19:08,2025-05-11 05:19:08
PJL039982,UMK001580,2025-10-23,SALE-2025-00039982,395000,148700,5,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN001830,2025-10-24 08:44:18,2025-10-24 08:44:18
PJL039983,UMK003837,2024-12-16,SALE-2024-00039983,518500,106900,1,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN004087,2024-12-17 02:28:35,2024-12-17 02:28:35
PJL039984,UMK001984,2026-04-26,SALE-2026-00039984,260000,128700,1,Transaksi final dari rekap UMKM.,FINAL,AKUN002234,2026-04-27 03:03:27,2026-04-27 03:03:27
PJL039985,UMK002427,2026-01-01,SALE-2026-00039985,385000,93900,5,Transaksi final dari rekap UMKM.,FINAL,AKUN002677,2026-01-02 12:06:35,2026-01-02 12:06:35
PJL039986,UMK002262,2026-02-21,SALE-2026-00039986,262500,80400,5,Data penjualan masuk dari pencatatan operasional UMKM.,DRAFT,AKUN002512,2026-02-21 14:16:06,2026-02-21 16:01:06
PJL039987,UMK003293,2024-08-30,SALE-2024-00039987,350000,145400,5,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN003543,2024-08-31 01:41:51,2024-08-31 01:41:51
PJL039988,UMK003579,2025-06-12,SALE-2025-00039988,71500,27500,1,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN003829,2025-06-12 18:37:49,2025-06-12 18:37:49
PJL039989,UMK001936,2026-04-05,SALE-2026-00039989,484000,124300,1,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN002186,2026-04-05 16:22:13,2026-04-05 16:22:13
PJL039990,UMK004085,2025-11-19,SALE-2025-00039990,798500,388800,1,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN004335,2025-11-20 03:09:02,2025-11-20 03:09:02
PJL039991,UMK004731,2026-01-30,SALE-2026-00039991,483000,112200,3,Penjualan produk utama dan produk pendukung.,FINAL,AKUN004981,2026-01-30 15:48:51,2026-01-30 15:48:51
PJL039992,UMK003995,2025-11-16,SALE-2025-00039992,628000,204900,4,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN004245,2025-11-17 03:18:11,2025-11-17 03:18:11
PJL039993,UMK001310,2024-10-05,SALE-2024-00039993,1564000,460400,2,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN001560,2024-10-05 19:09:24,2024-10-05 19:09:24
PJL039994,UMK001542,2025-10-05,SALE-2025-00039994,347500,63000,5,Transaksi final dari rekap UMKM.,FINAL,AKUN001792,2025-10-05 13:26:37,2025-10-05 13:26:37
PJL039995,UMK002053,2025-06-08,SALE-2025-00039995,1008000,306300,2,Transaksi final dari rekap UMKM.,FINAL,AKUN002303,2025-06-09 13:00:31,2025-06-09 13:00:31
PJL039996,UMK000990,2024-03-14,SALE-2024-00039996,92000,38500,1,Transaksi final dari rekap UMKM.,CANCELLED,AKUN001240,2024-03-14 12:06:45,2024-03-14 15:18:45
PJL039997,UMK002849,2024-05-22,SALE-2024-00039997,391500,72000,1,Penjualan produk utama dan produk pendukung.,FINAL,AKUN003099,2024-05-22 09:41:31,2024-05-22 09:41:31
PJL039998,UMK000708,2025-04-30,SALE-2025-00039998,2133500,799800,1,Penjualan produk utama dan produk pendukung.,FINAL,AKUN000958,2025-05-01 12:41:13,2025-05-01 12:41:13
PJL039999,UMK002527,2025-09-04,SALE-2025-00039999,79000,37700,1,Rekap transaksi penjualan untuk analisis omzet.,CANCELLED,AKUN002777,2025-09-05 08:49:48,2025-09-05 09:01:48
PJL040000,UMK003022,2025-09-02,SALE-2025-00040000,1120000,266900,8,Transaksi final dari rekap UMKM.,FINAL,AKUN003272,2025-09-02 17:55:30,2025-09-02 17:55:30
PJL040001,UMK001513,2026-02-22,SALE-2026-00040001,2890000,1236900,20,Penjualan produk utama dan produk pendukung.,FINAL,AKUN001763,2026-02-22 01:53:35,2026-02-22 01:53:35
PJL040002,UMK000298,2026-05-13,SALE-2026-00040002,511000,202400,7,Penjualan produk utama dan produk pendukung.,FINAL,AKUN000548,2026-05-14 00:19:19,2026-05-14 00:19:19
PJL040003,UMK000788,2025-08-16,SALE-2025-00040003,171000,48600,2,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN001038,2025-08-16 23:09:25,2025-08-16 23:09:25
PJL040004,UMK003599,2026-03-03,SALE-2026-00040004,1033500,355200,3,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN003849,2026-03-04 01:42:32,2026-03-04 01:42:32
PJL040005,UMK002100,2024-08-02,SALE-2024-00040005,213500,109400,7,Penjualan produk utama dan produk pendukung.,FINAL,AKUN002350,2024-08-02 14:13:47,2024-08-02 14:13:47
PJL040006,UMK002341,2025-05-03,SALE-2025-00040006,275000,51900,2,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN002591,2025-05-03 14:53:39,2025-05-03 14:53:39
PJL040007,UMK001348,2024-07-28,SALE-2024-00040007,249000,105500,6,Transaksi final dari rekap UMKM.,FINAL,AKUN001598,2024-07-28 21:38:45,2024-07-28 21:38:45
PJL040008,UMK004883,2025-05-14,SALE-2025-00040008,391000,160200,2,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN005133,2025-05-14 03:28:51,2025-05-14 03:28:51
PJL040009,UMK004467,2024-11-01,SALE-2024-00040009,1054000,475800,2,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN004717,2024-11-01 19:49:34,2024-11-01 19:49:34
PJL040010,UMK002783,2025-05-05,SALE-2025-00040010,720000,153100,4,Transaksi final dari rekap UMKM.,FINAL,AKUN003033,2025-05-06 01:30:27,2025-05-06 01:30:27
PJL040011,UMK004922,2026-04-24,SALE-2026-00040011,269500,135500,7,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN005172,2026-04-24 04:21:48,2026-04-24 04:21:48
PJL040012,UMK003377,2025-09-21,SALE-2025-00040012,1166000,497200,2,Penjualan produk utama dan produk pendukung.,FINAL,AKUN003627,2025-09-22 03:06:25,2025-09-22 03:06:25
PJL040013,UMK004513,2024-09-17,SALE-2024-00040013,227000,47700,1,Transaksi final dari rekap UMKM.,FINAL,AKUN004763,2024-09-18 11:13:57,2024-09-18 11:13:57
PJL040014,UMK002036,2026-05-06,SALE-2026-00040014,1073000,505000,2,Penjualan produk utama dan produk pendukung.,FINAL,AKUN002286,2026-05-07 14:16:10,2026-05-07 14:16:10
PJL040015,UMK002184,2024-09-05,SALE-2024-00040015,2119000,494300,2,Penjualan produk utama dan produk pendukung.,FINAL,AKUN002434,2024-09-06 08:29:54,2024-09-06 08:29:54
PJL040016,UMK000736,2025-01-04,SALE-2025-00040016,642000,134300,4,Penjualan produk utama dan produk pendukung.,FINAL,AKUN000986,2025-01-04 15:03:44,2025-01-04 15:03:44
PJL040017,UMK003694,2025-12-05,SALE-2025-00040017,535500,268600,7,Data penjualan masuk dari pencatatan operasional UMKM.,CANCELLED,AKUN003944,2025-12-06 02:02:09,2025-12-06 03:48:09
PJL040018,UMK004952,2024-03-19,SALE-2024-00040018,232000,99500,8,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN005202,2024-03-20 02:10:07,2024-03-20 02:10:07
PJL040019,UMK004168,2025-11-14,SALE-2025-00040019,1086000,402000,4,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN004418,2025-11-15 02:24:44,2025-11-15 02:24:44
PJL040020,UMK001249,2025-11-26,SALE-2025-00040020,417500,202300,1,Penjualan harian dari kanal offline dan/atau online.,CANCELLED,AKUN001499,2025-11-26 05:59:25,2025-11-26 06:56:25
PJL040021,UMK001991,2025-09-20,SALE-2025-00040021,918500,237000,1,Transaksi final dari rekap UMKM.,FINAL,AKUN002241,2025-09-21 15:22:31,2025-09-21 15:22:31
PJL040022,UMK004651,2026-05-09,SALE-2026-00040022,167000,40300,2,Penjualan produk utama dan produk pendukung.,FINAL,AKUN004901,2026-05-10 00:02:29,2026-05-10 00:02:29
PJL040023,UMK002973,2025-12-02,SALE-2025-00040023,1051500,330200,3,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN003223,2025-12-02 10:19:55,2025-12-02 10:19:55
PJL040024,UMK002287,2026-05-08,SALE-2026-00040024,668000,260500,4,Transaksi final dari rekap UMKM.,FINAL,AKUN002537,2026-05-09 00:22:13,2026-05-09 00:22:13
PJL040025,UMK000133,2025-06-14,SALE-2025-00040025,326000,97600,1,Penjualan produk utama dan produk pendukung.,FINAL,AKUN000383,2025-06-14 21:21:03,2025-06-14 21:21:03
PJL040026,UMK002661,2024-10-12,SALE-2024-00040026,2634000,1281300,2,Penjualan produk utama dan produk pendukung.,FINAL,AKUN002911,2024-10-12 14:49:03,2024-10-12 14:49:03
PJL040027,UMK000277,2025-11-13,SALE-2025-00040027,600000,209800,6,Penjualan produk utama dan produk pendukung.,FINAL,AKUN000527,2025-11-13 19:21:46,2025-11-13 19:21:46
PJL040028,UMK000406,2025-05-04,SALE-2025-00040028,1401000,391900,2,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN000656,2025-05-05 00:10:45,2025-05-05 00:10:45
PJL040029,UMK000486,2025-07-04,SALE-2025-00040029,1400000,507700,4,Rekap transaksi penjualan untuk analisis omzet.,CANCELLED,AKUN000736,2025-07-04 12:59:39,2025-07-04 15:57:39
PJL040030,UMK000254,2024-10-31,SALE-2024-00040030,446000,206900,4,Rekap transaksi penjualan untuk analisis omzet.,CANCELLED,AKUN000504,2024-10-31 14:24:58,2024-10-31 17:38:58
PJL040031,UMK000875,2025-09-15,SALE-2025-00040031,264000,89800,12,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN001125,2025-09-15 19:22:55,2025-09-15 19:22:55
PJL040032,UMK000922,2024-01-31,SALE-2024-00040032,315000,154400,7,Penjualan produk utama dan produk pendukung.,FINAL,AKUN001172,2024-01-31 11:00:34,2024-01-31 11:00:34
PJL040033,UMK001109,2026-05-03,SALE-2026-00040033,108000,52200,8,Transaksi final dari rekap UMKM.,FINAL,AKUN001359,2026-05-03 20:18:16,2026-05-03 20:18:16
PJL040034,UMK002058,2025-07-28,SALE-2025-00040034,459000,154600,6,Penjualan produk utama dan produk pendukung.,FINAL,AKUN002308,2025-07-29 12:42:18,2025-07-29 12:42:18
PJL040035,UMK000699,2026-01-04,SALE-2026-00040035,3042000,1279500,2,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN000949,2026-01-05 02:09:45,2026-01-05 02:09:45
PJL040036,UMK001390,2024-03-17,SALE-2024-00040036,224000,43700,2,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN001640,2024-03-17 11:45:28,2024-03-17 11:45:28
PJL040037,UMK004405,2025-08-16,SALE-2025-00040037,587000,125000,2,Penjualan produk utama dan produk pendukung.,CANCELLED,AKUN004655,2025-08-16 12:39:47,2025-08-16 13:26:47
PJL040038,UMK000363,2025-01-16,SALE-2025-00040038,108500,41700,1,Transaksi final dari rekap UMKM.,FINAL,AKUN000613,2025-01-17 05:50:39,2025-01-17 05:50:39
PJL040039,UMK001622,2026-01-22,SALE-2026-00040039,862000,388800,4,Penjualan produk utama dan produk pendukung.,FINAL,AKUN001872,2026-01-22 05:26:23,2026-01-22 05:26:23
PJL040040,UMK003961,2025-10-28,SALE-2025-00040040,500500,210700,1,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN004211,2025-10-28 13:32:58,2025-10-28 13:32:58
PJL040041,UMK002634,2026-03-09,SALE-2026-00040041,313000,119000,2,Transaksi final dari rekap UMKM.,FINAL,AKUN002884,2026-03-09 21:52:32,2026-03-09 21:52:32
PJL040042,UMK003978,2025-02-21,SALE-2025-00040042,1551000,672300,6,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN004228,2025-02-21 16:47:42,2025-02-21 16:47:42
PJL040043,UMK000110,2025-03-01,SALE-2025-00040043,1109000,381500,2,Rekap transaksi penjualan untuk analisis omzet.,DRAFT,AKUN000360,2025-03-02 11:10:13,2025-03-02 12:33:13
PJL040044,UMK004012,2024-07-26,SALE-2024-00040044,556000,274400,1,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN004262,2024-07-27 00:14:30,2024-07-27 00:14:30
PJL040045,UMK000941,2025-09-11,SALE-2025-00040045,282000,143000,4,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN001191,2025-09-11 10:41:19,2025-09-11 10:41:19
PJL040046,UMK004267,2025-04-29,SALE-2025-00040046,463500,194400,3,Transaksi final dari rekap UMKM.,FINAL,AKUN004517,2025-04-29 23:43:08,2025-04-29 23:43:08
PJL040047,UMK003300,2025-02-02,SALE-2025-00040047,190500,56100,1,Transaksi final dari rekap UMKM.,FINAL,AKUN003550,2025-02-02 13:53:36,2025-02-02 13:53:36
PJL040048,UMK003546,2025-12-24,SALE-2025-00040048,614500,175100,1,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN003796,2025-12-25 10:42:08,2025-12-25 10:42:08
PJL040049,UMK000785,2024-05-08,SALE-2024-00040049,630000,131700,4,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN001035,2024-05-09 01:11:08,2024-05-09 01:11:08
PJL040050,UMK000306,2024-03-14,SALE-2024-00040050,596000,251900,4,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN000556,2024-03-14 22:17:04,2024-03-14 22:17:04
PJL040051,UMK000394,2026-05-11,SALE-2026-00040051,553000,152100,7,Penjualan produk utama dan produk pendukung.,FINAL,AKUN000644,2026-05-12 00:21:16,2026-05-12 00:21:16
PJL040052,UMK004702,2025-02-22,SALE-2025-00040052,720000,215800,4,Transaksi final dari rekap UMKM.,FINAL,AKUN004952,2025-02-23 12:23:41,2025-02-23 12:23:41
PJL040053,UMK003989,2024-06-23,SALE-2024-00040053,1476000,743100,4,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN004239,2024-06-23 08:33:50,2024-06-23 08:33:50
PJL040054,UMK003197,2024-07-04,SALE-2024-00040054,594000,260900,6,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN003447,2024-07-04 19:18:52,2024-07-04 19:18:52
PJL040055,UMK001365,2025-01-15,SALE-2025-00040055,144000,39000,6,Penjualan produk utama dan produk pendukung.,FINAL,AKUN001615,2025-01-16 08:20:37,2025-01-16 08:20:37
PJL040056,UMK004855,2025-08-25,SALE-2025-00040056,476000,238800,4,Transaksi final dari rekap UMKM.,FINAL,AKUN005105,2025-08-25 20:14:21,2025-08-25 20:14:21
PJL040057,UMK001094,2024-07-13,SALE-2024-00040057,1180000,283500,2,Transaksi final dari rekap UMKM.,FINAL,AKUN001344,2024-07-13 15:50:09,2024-07-13 15:50:09
PJL040058,UMK002878,2024-10-19,SALE-2024-00040058,1169000,475100,1,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN003128,2024-10-20 08:06:30,2024-10-20 08:06:30
PJL040059,UMK003066,2024-01-22,SALE-2024-00040059,132500,38300,1,Penjualan produk utama dan produk pendukung.,CANCELLED,AKUN003316,2024-01-22 18:51:37,2024-01-22 20:41:37
PJL040060,UMK002404,2024-06-10,SALE-2024-00040060,767000,259300,1,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN002654,2024-06-10 20:57:49,2024-06-10 20:57:49
PJL040061,UMK001190,2024-02-20,SALE-2024-00040061,339000,161200,2,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN001440,2024-02-20 21:17:55,2024-02-20 21:17:55
PJL040062,UMK003043,2025-08-08,SALE-2025-00040062,504000,224600,2,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN003293,2025-08-08 08:16:36,2025-08-08 08:16:36
