penjualan_item_id,penjualan_id,produk_id,nama_produk_snapshot,harga_satuan_snapshot,jumlah,created_at
PJI043333,PJL043333,PRD006187,Hijab Motif,266500,1,2024-11-29 21:06:03
PJI043334,PJL043334,PRD012224,Abon Sapi,92500,3,2025-05-14 00:11:13
PJI043335,PJL043335,PRD019526,Jasa Kelola Instagram,1413500,1,2025-07-07 22:37:23
PJI043336,PJL043336,PRD005768,Hijab Motif,198500,5,2026-03-22 06:20:51
PJI043337,PJL043337,PRD019592,Paket Dokumentasi Produk,42000,4,2024-09-19 01:14:34
PJI043338,PJL043338,PRD001982,Sirup Jahe,41500,1,2024-10-30 23:46:25
PJI043339,PJL043339,PRD019588,Jasa Cleaning,258500,1,2025-02-27 03:25:54
PJI043340,PJL043340,PRD015436,Desain Feed,1506500,2,2026-03-08 06:03:38
PJI043341,PJL043341,PRD004411,Vas Anyaman,315500,4,2024-08-19 23:16:40
PJI043342,PJL043342,PRD013440,Kacang Bawang,29000,6,2025-04-02 14:51:54
PJI043343,PJL043343,PRD000661,Paket Dokumentasi Produk,671500,2,2024-07-11 02:30:42
PJI043344,PJL043344,PRD018479,Servis Elektronik,810000,1,2024-02-21 14:54:39
PJI043345,PJL043345,PRD017811,Desain Marketplace,1175500,2,2024-11-20 18:27:12
PJI043346,PJL043346,PRD007408,Kemeja Batik,268500,2,2026-03-04 04:14:18
PJI043347,PJL043347,PRD006063,Miniatur Wayang,29000,1,2024-04-11 03:51:02
PJI043348,PJL043348,PRD012638,Outer Tenun,132000,3,2024-04-02 14:39:12
PJI043349,PJL043349,PRD013130,Keripik Singkong,93500,1,2024-02-27 17:41:32
PJI043350,PJL043350,PRD011988,Sabun Herbal,86000,7,2025-05-25 06:50:25
PJI043351,PJL043351,PRD007809,Blouse Batik,153000,4,2024-02-05 22:13:34
PJI043352,PJL043352,PRD011115,Kemeja Batik,255500,1,2025-06-21 23:03:50
PJI043353,PJL043353,PRD000613,Kemeja Batik,410000,3,2024-03-08 06:34:07
PJI043354,PJL043354,PRD009497,Blouse Batik,139000,1,2025-10-28 14:20:26
PJI043355,PJL043355,PRD004116,Keripik Pisang,45000,4,2025-09-30 11:44:03
PJI043356,PJL043356,PRD000159,Snack Mix,53500,4,2026-01-10 07:16:59
PJI043357,PJL043357,PRD007895,Seragam Komunitas,288500,3,2026-02-16 03:26:53
PJI043358,PJL043358,PRD015044,Scarf Motif,268000,1,2026-01-26 03:09:20
PJI043359,PJL043359,PRD000023,Frozen Food,17000,11,2026-04-09 13:36:01
PJI043360,PJL043360,PRD019075,Paket Snack Kantor,611500,1,2025-11-05 18:54:22
PJI043361,PJL043361,PRD011861,Laundry Kiloan,831000,2,2024-04-27 23:42:40
PJI043362,PJL043362,PRD008014,Hiasan Meja Resin,596500,2,2026-04-15 14:54:29
PJI043363,PJL043363,PRD018271,Katalog Interaktif,867000,1,2026-04-25 19:45:32
PJI043364,PJL043364,PRD017110,Pempek Frozen,53500,3,2024-08-21 16:30:05
PJI043365,PJL043365,PRD012422,Tempat Tisu Kayu,191500,3,2025-04-13 15:42:05
PJI043366,PJL043366,PRD019141,Kacang Bawang,57500,6,2025-01-11 05:59:05
PJI043367,PJL043367,PRD005584,Dimsum Ayam,7500,12,2024-02-15 15:22:49
PJI043368,PJL043368,PRD007207,Kue Kering,9500,11,2025-04-24 06:58:42
PJI043369,PJL043369,PRD018266,Snack Mix,64000,2,2025-10-23 15:09:30
PJI043370,PJL043370,PRD018528,Kacang Bawang,118500,2,2024-05-03 16:24:24
PJI043371,PJL043371,PRD004256,Face Mist Mawar,111500,1,2024-04-24 19:44:21
PJI043372,PJL043372,PRD003786,Frozen Food,98000,3,2024-11-24 11:23:15
PJI043373,PJL043373,PRD005236,Bakpia Mini,148000,3,2025-12-02 12:52:55
PJI043374,PJL043374,PRD012331,Paket Catering Event,680000,1,2024-05-23 06:06:45
PJI043375,PJL043375,PRD004805,Sari Lemon,167000,4,2024-08-24 08:20:13
PJI043376,PJL043376,PRD010116,Kemeja Batik,364500,1,2025-03-22 11:41:24
PJI043377,PJL043377,PRD013082,Kain Tenun,209500,2,2025-01-21 21:08:07
PJI043378,PJL043378,PRD006765,Sirup Jahe,103500,4,2025-04-10 19:30:03
PJI043379,PJL043379,PRD005613,Kue Kering,45500,7,2025-07-17 09:39:25
PJI043380,PJL043380,PRD003689,Wedang Uwuh,100500,1,2024-10-11 04:18:41
PJI043381,PJL043381,PRD013916,Sayur Hidroponik,163000,2,2025-01-13 16:11:50
PJI043382,PJL043382,PRD014579,Lip Balm Natural,27500,5,2026-01-03 14:14:43
PJI043383,PJL043383,PRD006894,Bibit Cabai,67000,10,2024-05-28 04:11:37
PJI043384,PJL043384,PRD009791,Krim Tangan Natural,97500,3,2025-12-11 07:24:01
PJI043385,PJL043385,PRD018764,Peyek Kacang,102000,2,2025-08-31 10:57:52
PJI043386,PJL043386,PRD016953,Krupuk Ikan,89000,2,2024-08-15 03:58:00
PJI043387,PJL043387,PRD004489,Kopi Susu Botol,125500,2,2024-12-19 09:20:53
PJI043388,PJL043388,PRD003632,Bundling Produk Rumah Tangga,443500,3,2026-01-09 09:11:53
PJI043389,PJL043389,PRD010227,Face Mist Mawar,190500,4,2024-03-05 10:05:49
PJI043390,PJL043390,PRD008902,Paket Sembako,214500,3,2026-04-23 08:51:40
PJI043391,PJL043391,PRD012341,Tas Rajut,258000,4,2024-12-09 21:13:29
PJI043392,PJL043392,PRD013746,Sambal Bawang,14500,12,2026-05-03 01:56:09
PJI043393,PJL043393,PRD017553,Serundeng Kelapa,186500,15,2026-01-26 01:45:21
PJI043394,PJL043394,PRD004754,Video Promosi,1982000,1,2025-05-30 21:41:33
PJI043395,PJL043395,PRD016725,Abon Sapi,110500,1,2025-01-12 11:08:06
PJI043396,PJL043396,PRD013887,Vas Anyaman,474000,3,2025-05-03 08:30:41
PJI043397,PJL043397,PRD006239,Balm Aromaterapi,126000,3,2026-01-18 18:17:16
PJI043398,PJL043398,PRD007883,Kaos Sablon,236000,2,2025-11-25 08:49:27
PJI043399,PJL043399,PRD017074,Minuman Kemasan,247500,1,2026-03-29 15:45:31
PJI043400,PJL043400,PRD007556,Nasi Box,140000,4,2024-09-09 04:43:37
PJI043401,PJL043401,PRD011418,Dimsum Ayam,171500,3,2025-09-02 20:53:50
PJI043402,PJL043402,PRD012494,Dimsum Ayam,54000,6,2024-10-12 17:39:38
PJI043403,PJL043403,PRD013749,Kopi Susu Botol,60000,7,2024-11-23 21:08:45
PJI043404,PJL043404,PRD014206,Sari Lemon,84000,7,2024-10-05 17:09:08
PJI043405,PJL043405,PRD002797,Snack Mix,142500,3,2025-03-09 06:50:12
PJI043406,PJL043406,PRD012176,Lumpia Frozen,90500,5,2025-01-23 21:40:35
PJI043407,PJL043407,PRD014455,Kacang Bawang,60000,3,2025-01-31 15:54:46
PJI043408,PJL043408,PRD009236,Kerajinan Kayu,407500,1,2025-07-21 20:30:25
PJI043409,PJL043409,PRD005072,Hiasan Meja Resin,499500,4,2024-08-18 10:49:17
PJI043410,PJL043410,PRD015288,Aneka Donat,61500,6,2025-12-28 18:03:15
PJI043411,PJL043411,PRD000795,Laundry Kiloan,773000,1,2026-05-21 03:17:23
PJI043412,PJL043412,PRD003753,Paket Foto Katalog,727000,2,2025-01-01 15:03:06
PJI043413,PJL043413,PRD009575,Miniatur Wayang,167000,1,2026-04-12 01:42:36
PJI043414,PJL043414,PRD009659,Scarf Motif,42000,7,2025-06-27 18:18:33
PJI043415,PJL043415,PRD006302,Aplikasi Kasir Sederhana,960000,2,2025-01-09 16:32:34
PJI043416,PJL043416,PRD016430,Sabun Herbal,78000,3,2026-05-27 16:05:37
PJI043417,PJL043417,PRD006524,Snack Mix,28000,3,2025-06-08 02:10:44
PJI043418,PJL043418,PRD002165,Paket Catering Event,1158000,2,2025-02-16 20:33:37
PJI043419,PJL043419,PRD015028,Paket Snack Kantor,130500,4,2024-03-15 18:02:48
PJI043420,PJL043420,PRD005269,Scarf Motif,144000,2,2024-06-27 18:02:33
PJI043421,PJL043421,PRD003849,Bakpia Mini,50000,2,2024-02-04 18:45:35
PJI043422,PJL043422,PRD016523,Paket Dokumentasi Produk,1002500,1,2024-10-09 03:51:56
PJI043423,PJL043423,PRD000555,Aksesori HP,578500,1,2026-04-17 03:12:09
PJI043424,PJL043424,PRD012878,Brownies Kukus,25000,10,2026-04-17 21:11:28
PJI043425,PJL043425,PRD001660,Jasa Optimasi Google Business,2285000,1,2024-12-19 15:29:10
PJI043426,PJL043426,PRD010947,Aneka ATK,159000,1,2025-12-27 06:51:17
PJI043427,PJL043427,PRD003375,Bumbu Pecel,80000,15,2024-10-20 00:06:16
PJI043428,PJL043428,PRD004527,Face Mist Mawar,113000,4,2025-12-30 18:33:20
PJI043429,PJL043429,PRD018126,Sari Lemon,188500,3,2024-02-04 23:25:30
PJI043430,PJL043430,PRD019335,Sayur Hidroponik,189500,2,2024-05-12 23:45:08
PJI043431,PJL043431,PRD015713,Produk Konsinyasi Lokal,426500,3,2026-01-11 19:02:55
PJI043432,PJL043432,PRD010762,Jasa Admin Marketplace,547500,1,2024-07-07 02:25:14
PJI043433,PJL043433,PRD003648,Pupuk Organik,123500,4,2026-03-19 14:12:56
PJI043434,PJL043434,PRD011641,Produk Reseller,455000,1,2025-08-01 21:45:12
PJI043435,PJL043435,PRD019588,Jasa Cleaning,258500,2,2024-11-17 14:17:19
PJI043436,PJL043436,PRD002433,Hiasan Meja Resin,849000,1,2025-10-11 15:23:57
PJI043437,PJL043437,PRD010796,Paket Sembako,251000,3,2025-11-07 23:32:32
PJI043438,PJL043438,PRD014573,Totebag Kanvas,512000,1,2025-08-11 09:21:24
PJI043439,PJL043439,PRD014828,Desain Banner Online,3611500,1,2024-02-21 08:15:27
PJI043440,PJL043440,PRD014273,Produk Rajut,38000,3,2025-11-16 10:57:41
PJI043441,PJL043441,PRD010878,Bakpia Mini,89500,1,2024-08-06 10:30:14
PJI043442,PJL043442,PRD003509,Minyak Kelapa,15000,9,2026-01-29 02:22:39
PJI043443,PJL043443,PRD012627,Tempat Tisu Kayu,93000,1,2024-08-24 06:45:44
PJI043444,PJL043444,PRD012214,Paket Catering Event,118500,2,2025-06-21 10:02:38
PJI043445,PJL043445,PRD017419,Snack Mix,34000,1,2025-10-17 20:03:12
PJI043446,PJL043446,PRD007080,Desain Label Produk,695000,1,2025-11-27 00:43:08
PJI043447,PJL043447,PRD014839,Frozen Food,49500,3,2025-05-14 21:10:42
PJI043448,PJL043448,PRD003906,Minyak Kelapa,180000,3,2025-12-29 20:13:31
PJI043449,PJL043449,PRD014487,Peralatan Dapur,535500,2,2025-09-14 17:23:45
PJI043450,PJL043450,PRD005934,Minyak Kelapa,24500,30,2024-02-07 19:39:12
PJI043451,PJL043451,PRD007050,Brownies Kukus,66000,4,2024-09-04 05:26:09
PJI043452,PJL043452,PRD007811,Desain Marketplace,1919000,1,2026-02-07 15:22:58
PJI043453,PJL043453,PRD014884,Frame Foto Kayu,416000,2,2026-04-30 21:59:11
PJI043454,PJL043454,PRD011014,Sandal Kulit,379000,2,2024-08-14 02:36:41
PJI043455,PJL043455,PRD019883,Keripik Singkong,147500,1,2025-11-20 11:11:48
PJI043456,PJL043456,PRD010048,Hampers UMKM,552500,2,2024-07-31 23:11:10
PJI043457,PJL043457,PRD018014,Servis Elektronik,185000,1,2024-04-06 00:55:07
PJI043458,PJL043458,PRD009795,Kaos Sablon,148500,2,2024-07-21 21:00:35
PJI043459,PJL043459,PRD003403,Bumbu Pecel,108500,4,2025-05-05 13:49:06
PJI043460,PJL043460,PRD016236,Scarf Motif,347500,1,2025-07-14 14:03:58
PJI043461,PJL043461,PRD005753,Pupuk Organik,260500,3,2024-02-20 00:40:24
PJI043462,PJL043462,PRD011178,Lilin Aromaterapi,732500,2,2025-01-05 16:56:02
PJI043463,PJL043463,PRD002325,Konsultasi Pembukuan,77500,3,2025-11-07 03:31:21
PJI043464,PJL043464,PRD019658,Jasa Desain Logo,1334000,2,2025-12-22 13:56:02
PJI043465,PJL043465,PRD010831,Seragam Komunitas,146500,9,2024-03-22 16:37:02
PJI043466,PJL043466,PRD018482,Pouch Batik,345500,1,2024-01-29 14:00:03
PJI043467,PJL043467,PRD012803,Jasa Desain Logo,185500,1,2024-08-24 03:20:58
PJI043468,PJL043468,PRD015194,Rengginang Gurih,110500,3,2024-06-02 14:30:19
PJI043469,PJL043469,PRD000007,Brownies Kukus,34000,6,2024-10-29 20:15:34
PJI043470,PJL043470,PRD001897,Macrame Wall Hanging,77500,1,2026-02-18 14:10:07
PJI043471,PJL043471,PRD013866,Bumbu Pecel,34500,5,2024-11-01 06:54:46
PJI043472,PJL043472,PRD006805,Desain Feed,2415000,1,2025-03-07 10:56:36
PJI043473,PJL043473,PRD019747,Frozen Food,68000,5,2025-04-07 12:21:59
PJI043474,PJL043474,PRD017203,Telur Asin,88500,2,2026-04-21 13:55:03
PJI043475,PJL043475,PRD016091,Desain Label Produk,771000,2,2025-03-29 13:44:14
PJI043476,PJL043476,PRD008182,Jasa Kelola Instagram,869500,2,2024-11-05 02:32:44
PJI043477,PJL043477,PRD014857,Gula Aren,84500,2,2024-12-06 16:49:02
PJI043478,PJL043478,PRD018686,Totebag Kanvas,264000,3,2024-09-03 03:13:12
PJI043479,PJL043479,PRD007595,Snack Mix,111000,4,2025-12-19 03:28:27
PJI043480,PJL043480,PRD008476,Totebag Kanvas,555500,2,2024-08-30 03:26:29
PJI043481,PJL043481,PRD003946,Dimsum Ayam,7500,6,2025-04-12 02:50:08
PJI043482,PJL043482,PRD018753,Teh Herbal,221000,1,2026-04-29 00:03:14
PJI043483,PJL043483,PRD014914,Lumpia Frozen,61000,4,2026-01-06 22:21:55
PJI043484,PJL043484,PRD000516,Desain Marketplace,613500,1,2025-02-27 23:28:55
PJI043485,PJL043485,PRD010311,Template Invoice Digital,1987000,4,2025-11-12 10:10:56
PJI043486,PJL043486,PRD003615,Laundry Kiloan,443500,2,2024-02-18 07:48:15
PJI043487,PJL043487,PRD015674,Bundling Produk Rumah Tangga,661500,2,2025-02-23 20:42:41
PJI043488,PJL043488,PRD011862,Jasa Cleaning,79000,7,2024-05-17 09:31:21
PJI043489,PJL043489,PRD012045,Totebag Kanvas,284500,3,2026-05-20 02:03:11
PJI043490,PJL043490,PRD017391,Bumbu Pecel,70500,20,2025-08-08 05:14:46
PJI043491,PJL043491,PRD017655,Kacang Bawang,68000,7,2024-04-09 09:48:05
PJI043492,PJL043492,PRD011019,Susu Kambing Bubuk,188000,1,2025-11-09 22:53:54
PJI043493,PJL043493,PRD012340,Sandal Kulit,145000,3,2024-07-07 05:36:22
PJI043494,PJL043494,PRD001509,Totebag Kanvas,276500,1,2024-06-26 07:32:00
PJI043495,PJL043495,PRD002992,Desain Label Produk,279000,2,2025-09-01 20:50:01
PJI043496,PJL043496,PRD018790,Dompet Kulit,182000,2,2025-03-03 07:07:20
PJI043497,PJL043497,PRD003384,Konsultasi UMKM,735000,1,2026-01-03 01:50:25
PJI043498,PJL043498,PRD011397,Paket Hampers,264000,3,2024-11-11 01:56:00
PJI043499,PJL043499,PRD015050,Blouse Batik,264000,3,2024-09-29 20:32:56
PJI043500,PJL043500,PRD003241,Bumbu Pecel,120000,3,2025-12-28 03:20:15
PJI043501,PJL043501,PRD013073,Kue Kering,30500,7,2025-08-22 01:02:06
PJI043502,PJL043502,PRD001251,Lumpia Frozen,115000,1,2025-02-26 01:45:55
PJI043503,PJL043503,PRD006341,Template Invoice Digital,1788000,1,2024-10-07 12:31:27
PJI043504,PJL043504,PRD015257,Lip Balm Natural,27500,7,2025-03-24 01:40:36
PJI043505,PJL043505,PRD014378,Jasa Desain Logo,910000,2,2025-08-29 14:16:56
PJI043506,PJL043506,PRD005486,Lumpia Frozen,18000,6,2026-03-28 16:53:31
PJI043507,PJL043507,PRD017903,Paket Sembako,277500,2,2025-10-24 19:03:31
PJI043508,PJL043508,PRD007679,Miniatur Wayang,491500,4,2025-06-08 10:32:08
PJI043509,PJL043509,PRD007722,Paket Foto Katalog,1623500,1,2025-10-31 07:55:41
PJI043510,PJL043510,PRD002123,Bumbu Pecel,120000,3,2024-08-30 23:43:37
PJI043511,PJL043511,PRD018015,Konsultasi Pembukuan,640500,2,2025-05-25 08:23:27
PJI043512,PJL043512,PRD013315,Rengginang Gurih,102000,2,2025-12-09 08:51:26
PJI043513,PJL043513,PRD004163,Krupuk Ikan,85000,4,2026-01-13 08:24:35
PJI043514,PJL043514,PRD013411,Paket Sembako,333500,3,2024-03-02 03:45:41
PJI043515,PJL043515,PRD011130,Tas Ecoprint,121000,2,2025-06-08 08:38:31
PJI043516,PJL043516,PRD007340,Snack Mix,25500,1,2024-06-16 07:49:19
PJI043517,PJL043517,PRD010811,Kopi Robusta,188500,4,2024-09-11 17:53:36
PJI043518,PJL043518,PRD013826,Paket Foto Produk,850000,1,2024-10-18 10:16:34
PJI043519,PJL043519,PRD009614,Sambal Bawang,159000,2,2026-04-07 13:50:29
PJI043520,PJL043520,PRD013888,Tas Ecoprint,30500,1,2024-08-31 16:09:26
PJI043521,PJL043521,PRD003924,Minyak Kelapa,72500,2,2024-02-03 02:57:52
PJI043522,PJL043522,PRD016993,Minyak Kelapa,60500,2,2026-04-23 20:15:03
PJI043523,PJL043523,PRD005426,Perlengkapan Rumah,596500,1,2025-11-03 06:50:43
PJI043524,PJL043524,PRD014539,Tas Rajut,114500,2,2026-01-20 06:10:51
PJI043525,PJL043525,PRD019330,Serum Herbal,57000,1,2025-05-06 09:06:46
PJI043526,PJL043526,PRD010450,Tas Ecoprint,373500,3,2024-12-15 13:06:50
PJI043527,PJL043527,PRD002929,Brownies Kukus,34500,6,2024-12-26 08:54:30
PJI043528,PJL043528,PRD008379,Hiasan Meja Resin,478500,1,2025-08-17 02:40:53
PJI043529,PJL043529,PRD005905,Sirup Jahe,89000,7,2025-10-19 13:49:02
PJI043530,PJL043530,PRD012800,Sambal Bawang,64500,6,2025-06-04 04:05:43
PJI043531,PJL043531,PRD002739,Lulur Tradisional,23000,2,2024-08-30 13:38:34
PJI043532,PJL043532,PRD008604,Face Mist Mawar,29500,7,2025-06-23 18:06:12
PJI043533,PJL043533,PRD000207,Bibit Cabai,188500,3,2024-10-05 04:50:18
PJI043534,PJL043534,PRD005710,Dekorasi Rumah,399500,2,2025-10-16 05:32:55
PJI043535,PJL043535,PRD012616,Paket Alat Kebersihan,418500,4,2024-11-18 14:48:42
PJI043536,PJL043536,PRD005964,Pempek Frozen,49500,2,2025-02-14 14:52:46
PJI043537,PJL043537,PRD007060,Kacang Bawang,10000,3,2025-04-16 04:31:26
PJI043538,PJL043538,PRD017899,Totebag Kanvas,171000,20,2025-07-10 12:19:40
PJI043539,PJL043539,PRD016796,Snack Mix,19500,6,2024-08-08 06:34:10
PJI043540,PJL043540,PRD013363,Keripik Singkong,88500,4,2026-01-30 08:17:00
PJI043541,PJL043541,PRD014063,Hijab Motif,127500,4,2024-04-30 19:26:09
PJI043542,PJL043542,PRD005570,Kain Tenun,145500,3,2024-01-24 23:59:03
PJI043543,PJL043543,PRD014829,Template Konten,2308000,1,2024-09-16 00:38:19
PJI043544,PJL043544,PRD002908,Jasa Jahit Permak,1288000,2,2026-02-15 21:13:22
PJI043545,PJL043545,PRD013193,Kursus Privat,392000,3,2024-10-15 12:25:47
PJI043546,PJL043546,PRD012267,Dimsum Ayam,26000,2,2025-03-23 15:54:33
PJI043547,PJL043547,PRD011096,Macrame Wall Hanging,326000,3,2025-01-08 04:28:29
PJI043548,PJL043548,PRD008373,Sandal Kulit,138000,3,2024-07-01 18:07:53
PJI043549,PJL043549,PRD012326,Sambal Bawang,126000,3,2026-04-27 23:25:08
PJI043550,PJL043550,PRD012965,Lilin Aromaterapi,544000,1,2024-05-14 20:09:37
PJI043551,PJL043551,PRD014465,Pupuk Organik,65500,4,2025-09-12 16:15:23
PJI043552,PJL043552,PRD013483,Nasi Box,17000,12,2025-12-07 19:29:16
PJI043553,PJL043553,PRD005757,Pupuk Organik,253500,1,2025-11-29 13:28:37
PJI043554,PJL043554,PRD016807,Desain Marketplace,2852000,2,2025-04-18 03:11:21
PJI043555,PJL043555,PRD016053,Face Mist Mawar,86000,5,2026-05-15 12:57:45
PJI043556,PJL043556,PRD006967,Tempat Tisu Kayu,337000,4,2024-03-30 07:20:20
PJI043557,PJL043557,PRD000758,Video Promosi,2736500,2,2026-01-18 11:26:20
PJI043558,PJL043558,PRD007327,Totebag Kanvas,165500,1,2025-07-23 04:38:32
PJI043559,PJL043559,PRD000592,Kotak Hampers,252000,3,2025-05-31 03:24:09
PJI043560,PJL043560,PRD008722,Jasa Admin Marketplace,1196000,1,2025-05-28 05:05:42
PJI043561,PJL043561,PRD004240,Kue Kering,25000,12,2024-05-07 10:58:39
PJI043562,PJL043562,PRD008155,Wedang Uwuh,49500,2,2024-05-16 00:32:44
PJI043563,PJL043563,PRD014733,Jasa Kelola Instagram,2349500,1,2024-06-29 03:25:08
PJI043564,PJL043564,PRD015552,Kue Kering,92000,2,2024-05-04 15:27:06
PJI043565,PJL043565,PRD001614,Bundling Produk Rumah Tangga,357500,4,2024-03-21 22:39:27
PJI043566,PJL043566,PRD008563,Desain Banner Online,1998000,1,2025-08-29 00:28:33
PJI043567,PJL043567,PRD013689,Abon Sapi,77000,3,2025-04-26 01:28:30
PJI043568,PJL043568,PRD000917,Lumpia Frozen,32000,2,2024-07-21 13:11:47
PJI043569,PJL043569,PRD013960,Paket Hampers,167500,2,2026-04-19 05:01:37
PJI043570,PJL043570,PRD008782,Paket Hampers,362500,4,2025-01-31 12:16:44
PJI043571,PJL043571,PRD000099,Shampoo Herbal,103500,3,2024-11-27 01:53:02
PJI043572,PJL043572,PRD001067,Dimsum Ayam,50000,2,2025-08-24 22:53:32
PJI043573,PJL043573,PRD014706,Minyak Rambut,159500,2,2024-02-25 11:35:11
PJI043574,PJL043574,PRD004877,Aneka Donat,58000,4,2024-07-05 15:08:38
PJI043575,PJL043575,PRD008282,Paket Foto Produk,797000,2,2024-04-25 12:40:18
PJI043576,PJL043576,PRD002520,Desain Banner Online,2250500,2,2024-07-30 05:52:22
PJI043577,PJL043577,PRD004921,Sayur Hidroponik,163500,2,2025-07-24 22:53:27
PJI043578,PJL043578,PRD004684,Hijab Motif,151500,4,2024-07-11 18:45:14
PJI043579,PJL043579,PRD003403,Bumbu Pecel,108500,2,2024-05-18 15:32:19
PJI043580,PJL043580,PRD012052,Desain Marketplace,2576500,2,2025-05-17 09:11:34
PJI043581,PJL043581,PRD010521,Beras Organik,49000,5,2025-02-05 04:13:00
PJI043582,PJL043582,PRD011772,Paket Dokumentasi Produk,1022500,2,2024-05-03 01:05:57
PJI043583,PJL043583,PRD000597,Konsultasi UMKM,319000,2,2024-04-14 15:19:46
PJI043584,PJL043584,PRD009445,Video Promosi,1419500,2,2025-03-13 06:04:16
PJI043585,PJL043585,PRD013023,Gantungan Kunci,115000,4,2025-04-25 00:40:09
PJI043586,PJL043586,PRD017189,Telur Asin,98000,6,2026-05-12 13:12:19
PJI043587,PJL043587,PRD000886,Lulur Tradisional,67500,4,2025-12-14 04:40:31
PJI043588,PJL043588,PRD017034,Konsultasi Pembukuan,761500,1,2024-09-29 14:54:54
PJI043589,PJL043589,PRD019216,Paket Alat Kebersihan,304000,3,2026-05-27 11:57:48
PJI043590,PJL043590,PRD015519,Sepatu Kulit,40500,7,2026-01-21 19:36:48
PJI043591,PJL043591,PRD016543,Scarf Motif,469000,3,2024-09-06 18:59:13
PJI043592,PJL043592,PRD002150,Nasi Box,54000,7,2024-12-20 01:59:35
PJI043593,PJL043593,PRD008643,Serundeng Kelapa,45000,3,2024-04-16 06:25:50
PJI043594,PJL043594,PRD012498,Sirup Jahe,147500,1,2025-10-14 16:30:14
PJI043595,PJL043595,PRD014756,Desain Banner Online,1360500,1,2024-08-18 20:37:38
PJI043596,PJL043596,PRD006285,Laundry Kiloan,984500,1,2025-04-22 00:38:52
PJI043597,PJL043597,PRD004448,Servis Elektronik,507500,2,2024-05-26 03:59:52
PJI043598,PJL043598,PRD008171,Jasa Admin Marketplace,668000,2,2025-01-23 10:57:13
PJI043599,PJL043599,PRD004576,Bakpia Mini,67500,2,2025-09-07 00:29:33
PJI043600,PJL043600,PRD007758,Paket Reels Produk,253500,3,2026-01-17 19:49:35
PJI043601,PJL043601,PRD013231,Mukena Travel,240000,2,2025-11-02 21:17:27
PJI043602,PJL043602,PRD011786,Seragam Komunitas,333500,1,2025-04-24 11:38:41
PJI043603,PJL043603,PRD007200,Bumbu Pecel,141000,3,2025-07-05 04:11:15
PJI043604,PJL043604,PRD013394,Kue Kering,56000,6,2025-10-18 07:33:12
PJI043605,PJL043605,PRD010436,Landing Page UMKM,1055000,1,2024-09-15 20:14:54
PJI043606,PJL043606,PRD019150,Minuman Kemasan,733500,1,2024-04-08 01:07:36
PJI043607,PJL043607,PRD011280,Sandal Kulit,73000,5,2026-01-19 06:49:24
PJI043608,PJL043608,PRD009454,Desain Feed,1391000,5,2024-09-19 19:59:50
PJI043609,PJL043609,PRD000085,Katalog Interaktif,3190000,2,2024-01-28 02:55:50
PJI043610,PJL043610,PRD000097,Scarf Motif,215500,1,2024-07-29 23:41:49
PJI043611,PJL043611,PRD010533,Hair Tonic Herbal,158500,3,2026-04-22 13:57:04
PJI043612,PJL043612,PRD017673,Kopi Robusta,168500,4,2026-02-08 20:23:22
PJI043613,PJL043613,PRD001321,Paket Alat Kebersihan,750500,1,2024-10-19 01:54:16
PJI043614,PJL043614,PRD004915,Frozen Food,143000,3,2024-08-09 10:04:32
PJI043615,PJL043615,PRD014183,Aplikasi Kasir Sederhana,950000,2,2025-10-12 15:18:04
PJI043616,PJL043616,PRD001681,Jasa Optimasi Google Business,224500,2,2025-07-25 21:21:01
PJI043617,PJL043617,PRD014253,Kaos Sablon,128500,3,2024-02-01 08:16:26
PJI043618,PJL043618,PRD012080,Sambal Bawang,116500,3,2026-02-13 00:40:09
PJI043619,PJL043619,PRD011513,Pouch Batik,152000,1,2025-03-31 12:35:21
PJI043620,PJL043620,PRD007146,Krim Tangan Natural,64000,3,2025-06-07 21:47:26
PJI043621,PJL043621,PRD010149,Pouch Batik,120000,2,2025-11-12 05:21:58
PJI043622,PJL043622,PRD004088,Wedang Uwuh,114000,3,2025-04-21 01:35:37
PJI043623,PJL043623,PRD013497,Hiasan Meja Resin,546500,1,2025-09-23 07:57:24
PJI043624,PJL043624,PRD000800,Pempek Frozen,104000,2,2024-12-31 02:09:09
PJI043625,PJL043625,PRD016813,Peralatan Dapur,546000,2,2024-11-01 07:08:43
PJI043626,PJL043626,PRD000915,Peyek Kacang,118000,3,2026-01-18 15:51:28
PJI043627,PJL043627,PRD016546,Kemeja Batik,369000,1,2025-07-11 15:30:24
PJI043628,PJL043628,PRD016864,Lilin Aromaterapi,223500,2,2025-09-14 12:36:05
PJI043629,PJL043629,PRD005330,Batik Tulis,306500,4,2026-05-19 17:28:00
PJI043630,PJL043630,PRD016177,Kopi Susu Botol,16500,2,2026-04-28 04:45:42
PJI043631,PJL043631,PRD013698,Desain Marketplace,1261000,2,2024-03-24 12:46:18
PJI043632,PJL043632,PRD002488,Brownies Kukus,76000,7,2024-09-14 08:13:56
PJI043633,PJL043633,PRD009695,Produk Reseller,103000,20,2024-09-04 17:11:26
PJI043634,PJL043634,PRD006927,Mukena Travel,232000,1,2024-04-03 17:43:30
PJI043635,PJL043635,PRD002344,Aplikasi Kasir Sederhana,1143500,1,2024-11-06 14:14:23
PJI043636,PJL043636,PRD010504,Konsultasi UMKM,361500,2,2024-09-08 16:29:13
