pendaftaran_pelatihan_id,status_sertifikat_id,dokumen_id,nomor_sertifikat,tanggal_pengajuan,tanggal_terbit,diverifikasi_oleh_admin_id,catatan_validasi
PDF023530,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023531,TERBIT,DOK010531,SERT/UMKMT/2026/00023531,2025-11-22 02:43:45,2025-12-02 02:43:45,ADM000116,Sertifikat telah diterbitkan secara digital.
PDF023532,TERBIT,DOK010532,SERT/UMKMT/2026/00023532,2024-08-18 16:25:24,2024-08-21 16:25:24,ADM000188,Sertifikat telah diterbitkan secara digital.
PDF023533,DIBATALKAN,,,2024-09-20 15:10:23,,ADM000079,Pengajuan sertifikat dibatalkan oleh sistem atau admin.
PDF023534,DITOLAK,,,2025-02-28 21:56:30,,ADM000205,Tugas proyek belum diterima.
PDF023535,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023536,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023537,TERBIT,DOK010537,SERT/UMKMT/2026/00023537,2024-11-27 00:26:03,2024-11-30 00:26:03,ADM000135,Sertifikat telah diterbitkan secara digital.
PDF023538,DIAJUKAN,,,2025-03-18 17:45:07,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF023539,TERBIT,DOK010539,SERT/UMKMT/2026/00023539,2026-01-22 18:54:39,2026-01-28 18:54:39,ADM000128,Sertifikat telah diterbitkan secara digital.
PDF023540,DIAJUKAN,,,2026-02-10 05:20:30,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF023541,TERBIT,DOK010541,SERT/UMKMT/2026/00023541,2025-12-22 12:26:57,2025-12-30 12:26:57,ADM000240,Sertifikat telah diterbitkan secara digital.
PDF023542,TERBIT,DOK010542,SERT/UMKMT/2026/00023542,2024-04-16 09:18:15,2024-04-26 09:18:15,ADM000190,Sertifikat telah diterbitkan secara digital.
PDF023543,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023544,DITOLAK,,,2024-03-16 12:13:04,,ADM000137,Progress pelatihan belum mencapai syarat minimal.
PDF023545,DIAJUKAN,,,2024-05-18 08:27:15,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF023546,TERBIT,DOK010546,SERT/UMKMT/2026/00023546,2025-10-23 09:48:11,2025-10-27 09:48:11,ADM000147,Sertifikat telah diterbitkan secara digital.
PDF023547,TERBIT,DOK010547,SERT/UMKMT/2026/00023547,2024-10-25 22:23:15,2024-10-26 22:23:15,ADM000105,Sertifikat telah diterbitkan secara digital.
PDF023548,TERBIT,DOK010548,SERT/UMKMT/2026/00023548,2026-03-13 14:15:11,2026-03-19 14:15:11,ADM000137,Sertifikat telah diterbitkan secara digital.
PDF023549,TERBIT,DOK010549,SERT/UMKMT/2026/00023549,2025-02-09 15:08:02,2025-02-11 15:08:02,ADM000241,Sertifikat telah diterbitkan secara digital.
PDF023550,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023551,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023552,DIBATALKAN,,,2025-04-17 04:37:03,,ADM000131,Pengajuan sertifikat dibatalkan oleh sistem atau admin.
PDF023553,TERBIT,DOK010553,SERT/UMKMT/2026/00023553,2026-05-17 01:31:32,2026-05-26 01:31:32,ADM000159,Sertifikat telah diterbitkan secara digital.
PDF023554,TERBIT,DOK010554,SERT/UMKMT/2026/00023554,2025-04-12 05:20:32,2025-04-22 05:20:32,ADM000061,Sertifikat telah diterbitkan secara digital.
PDF023555,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023556,DIAJUKAN,,,2025-09-06 02:47:57,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF023557,TERBIT,DOK010557,SERT/UMKMT/2026/00023557,2024-09-30 07:00:58,2024-10-02 07:00:58,ADM000032,Sertifikat telah diterbitkan secara digital.
PDF023558,DITOLAK,,,2024-03-14 02:37:49,,ADM000250,Progress pelatihan belum mencapai syarat minimal.
PDF023559,DIAJUKAN,,,2025-05-17 12:47:15,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF023560,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023561,DIAJUKAN,,,2025-12-28 20:51:42,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF023562,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023563,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023564,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023565,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023566,DIBATALKAN,,,2025-03-15 05:28:13,,ADM000163,Pengajuan sertifikat dibatalkan oleh sistem atau admin.
PDF023567,TERBIT,DOK010567,SERT/UMKMT/2026/00023567,2025-05-12 03:56:25,2025-05-24 03:56:25,ADM000171,Sertifikat telah diterbitkan secara digital.
PDF023568,TERBIT,DOK010568,SERT/UMKMT/2026/00023568,2025-12-26 04:45:52,2026-01-01 04:45:52,ADM000178,Sertifikat telah diterbitkan secara digital.
PDF023569,DIAJUKAN,,,2025-06-22 08:36:16,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF023570,TERBIT,DOK010570,SERT/UMKMT/2026/00023570,2025-11-08 19:54:57,2025-11-16 19:54:57,ADM000040,Sertifikat telah diterbitkan secara digital.
PDF023571,TERBIT,DOK010571,SERT/UMKMT/2026/00023571,2025-03-09 21:23:34,2025-03-23 21:23:34,ADM000035,Sertifikat telah diterbitkan secara digital.
PDF023572,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023573,TERBIT,DOK010573,SERT/UMKMT/2026/00023573,2025-12-14 13:14:25,2025-12-25 13:14:25,ADM000211,Sertifikat telah diterbitkan secara digital.
PDF023574,TERBIT,DOK010574,SERT/UMKMT/2026/00023574,2024-11-11 05:30:13,2024-11-12 05:30:13,ADM000118,Sertifikat telah diterbitkan secara digital.
PDF023575,DIAJUKAN,,,2025-04-14 06:25:41,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF023576,DITOLAK,,,2024-04-05 14:17:14,,ADM000248,Progress pelatihan belum mencapai syarat minimal.
PDF023577,TERBIT,DOK010577,SERT/UMKMT/2026/00023577,2024-06-20 23:44:51,2024-06-28 23:44:51,ADM000122,Sertifikat telah diterbitkan secara digital.
PDF023578,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023579,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023580,DIAJUKAN,,,2026-02-20 18:56:24,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF023581,TERBIT,DOK010581,SERT/UMKMT/2026/00023581,2024-07-01 14:20:57,2024-07-10 14:20:57,ADM000142,Sertifikat telah diterbitkan secara digital.
PDF023582,TERBIT,DOK010582,SERT/UMKMT/2026/00023582,2024-08-03 22:13:32,2024-08-17 22:13:32,ADM000218,Sertifikat telah diterbitkan secara digital.
PDF023583,TERBIT,DOK010583,SERT/UMKMT/2026/00023583,2024-02-01 15:23:43,2024-02-05 15:23:43,ADM000247,Sertifikat telah diterbitkan secara digital.
PDF023584,DIAJUKAN,,,2025-01-06 23:34:06,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF023585,TERBIT,DOK010585,SERT/UMKMT/2026/00023585,2024-06-13 23:11:58,2024-06-23 23:11:58,ADM000106,Sertifikat telah diterbitkan secara digital.
PDF023586,TERBIT,DOK010586,SERT/UMKMT/2026/00023586,2025-06-21 19:38:46,2025-06-29 19:38:46,ADM000095,Sertifikat telah diterbitkan secara digital.
PDF023587,TERBIT,DOK010587,SERT/UMKMT/2026/00023587,2026-05-08 04:34:51,2026-05-18 04:34:51,ADM000163,Sertifikat telah diterbitkan secara digital.
PDF023588,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023589,DIAJUKAN,,,2024-12-25 07:57:53,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF023590,DIAJUKAN,,,2024-11-03 12:50:45,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF023591,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023592,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023593,TERBIT,DOK010593,SERT/UMKMT/2026/00023593,2024-07-20 15:07:40,2024-07-23 15:07:40,ADM000225,Sertifikat telah diterbitkan secara digital.
PDF023594,TERBIT,DOK010594,SERT/UMKMT/2026/00023594,2024-11-22 01:30:05,2024-11-23 01:30:05,ADM000107,Sertifikat telah diterbitkan secara digital.
PDF023595,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023596,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023597,DITOLAK,,,2024-05-02 20:24:12,,ADM000120,Progress pelatihan belum mencapai syarat minimal.
PDF023598,TERBIT,DOK010598,SERT/UMKMT/2026/00023598,2024-03-15 01:15:07,2024-03-20 01:15:07,ADM000163,Sertifikat telah diterbitkan secara digital.
PDF023599,TERBIT,DOK010599,SERT/UMKMT/2026/00023599,2024-05-31 20:50:48,2024-06-13 20:50:48,ADM000171,Sertifikat telah diterbitkan secara digital.
PDF023600,DITOLAK,,,2025-10-23 01:30:17,,ADM000228,Tugas proyek belum diterima.
PDF023601,DIAJUKAN,,,2026-01-13 09:00:09,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF023602,DIAJUKAN,,,2024-03-12 06:40:08,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF023603,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023604,TERBIT,DOK010604,SERT/UMKMT/2026/00023604,2026-03-11 07:29:08,2026-03-22 07:29:08,ADM000126,Sertifikat telah diterbitkan secara digital.
PDF023605,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023606,TERBIT,DOK010606,SERT/UMKMT/2026/00023606,2026-01-15 10:10:27,2026-01-29 10:10:27,ADM000007,Sertifikat telah diterbitkan secara digital.
PDF023607,TERBIT,DOK010607,SERT/UMKMT/2026/00023607,2025-08-28 13:44:32,2025-09-04 13:44:32,ADM000248,Sertifikat telah diterbitkan secara digital.
PDF023608,TERBIT,DOK010608,SERT/UMKMT/2026/00023608,2024-06-02 12:09:15,2024-06-07 12:09:15,ADM000049,Sertifikat telah diterbitkan secara digital.
PDF023609,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023610,DIBATALKAN,,,2025-04-26 17:56:14,,ADM000019,Pengajuan sertifikat dibatalkan oleh sistem atau admin.
PDF023611,TERBIT,DOK010611,SERT/UMKMT/2026/00023611,2024-08-23 22:58:46,2024-08-24 22:58:46,ADM000200,Sertifikat telah diterbitkan secara digital.
PDF023612,DIAJUKAN,,,2025-04-05 23:39:39,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF023613,TERBIT,DOK010613,SERT/UMKMT/2026/00023613,2025-11-24 22:48:10,2025-11-28 22:48:10,ADM000234,Sertifikat telah diterbitkan secara digital.
PDF023614,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023615,DIAJUKAN,,,2025-11-01 03:29:15,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF023616,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023617,TERBIT,DOK010617,SERT/UMKMT/2026/00023617,2024-10-20 13:05:48,2024-10-24 13:05:48,ADM000081,Sertifikat telah diterbitkan secara digital.
PDF023618,DIAJUKAN,,,2025-11-20 03:12:48,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF023619,DITOLAK,,,2025-08-26 04:22:00,,ADM000006,Progress pelatihan belum mencapai syarat minimal.
PDF023620,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023621,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023622,TERBIT,DOK010622,SERT/UMKMT/2026/00023622,2026-01-05 01:36:49,2026-01-06 01:36:49,ADM000173,Sertifikat telah diterbitkan secara digital.
PDF023623,TERBIT,DOK010623,SERT/UMKMT/2026/00023623,2025-11-28 09:11:00,2025-12-09 09:11:00,ADM000199,Sertifikat telah diterbitkan secara digital.
PDF023624,TERBIT,DOK010624,SERT/UMKMT/2026/00023624,2024-05-07 16:11:19,2024-05-19 16:11:19,ADM000183,Sertifikat telah diterbitkan secara digital.
PDF023625,TERBIT,DOK010625,SERT/UMKMT/2026/00023625,2025-11-16 14:10:50,2025-11-17 14:10:50,ADM000110,Sertifikat telah diterbitkan secara digital.
PDF023626,TERBIT,DOK010626,SERT/UMKMT/2026/00023626,2025-04-10 17:19:50,2025-04-12 17:19:50,ADM000008,Sertifikat telah diterbitkan secara digital.
PDF023627,TERBIT,DOK010627,SERT/UMKMT/2026/00023627,2026-05-20 17:06:49,2026-05-23 17:06:49,ADM000237,Sertifikat telah diterbitkan secara digital.
PDF023628,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023629,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023630,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023631,TERBIT,DOK010631,SERT/UMKMT/2026/00023631,2024-06-06 07:53:43,2024-06-18 07:53:43,ADM000232,Sertifikat telah diterbitkan secara digital.
PDF023632,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023633,TERBIT,DOK010633,SERT/UMKMT/2026/00023633,2026-04-23 15:07:18,2026-04-25 15:07:18,ADM000198,Sertifikat telah diterbitkan secara digital.
PDF023634,DIBATALKAN,,,2024-03-29 10:56:54,,ADM000065,Pengajuan sertifikat dibatalkan oleh sistem atau admin.
PDF023635,TERBIT,DOK010635,SERT/UMKMT/2026/00023635,2025-12-19 00:40:32,2025-12-25 00:40:32,ADM000181,Sertifikat telah diterbitkan secara digital.
PDF023636,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023637,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023638,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023639,TERBIT,DOK010639,SERT/UMKMT/2026/00023639,2024-08-03 18:41:16,2024-08-12 18:41:16,ADM000166,Sertifikat telah diterbitkan secara digital.
PDF023640,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023641,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023642,TERBIT,DOK010642,SERT/UMKMT/2026/00023642,2024-02-25 12:59:44,2024-02-26 12:59:44,ADM000149,Sertifikat telah diterbitkan secara digital.
PDF023643,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023644,TERBIT,DOK010644,SERT/UMKMT/2026/00023644,2024-11-03 17:02:18,2024-11-15 17:02:18,ADM000171,Sertifikat telah diterbitkan secara digital.
PDF023645,DIBATALKAN,,,2025-08-05 12:44:22,,ADM000172,Pengajuan sertifikat dibatalkan oleh sistem atau admin.
PDF023646,TERBIT,DOK010646,SERT/UMKMT/2026/00023646,2024-09-18 23:25:46,2024-09-24 23:25:46,ADM000020,Sertifikat telah diterbitkan secara digital.
PDF023647,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023648,TERBIT,DOK010648,SERT/UMKMT/2026/00023648,2026-01-24 07:30:00,2026-02-02 07:30:00,ADM000052,Sertifikat telah diterbitkan secara digital.
PDF023649,TERBIT,DOK010649,SERT/UMKMT/2026/00023649,2024-10-05 08:37:31,2024-10-09 08:37:31,ADM000169,Sertifikat telah diterbitkan secara digital.
PDF023650,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023651,DIBATALKAN,,,2024-12-04 09:37:35,,ADM000051,Pengajuan sertifikat dibatalkan oleh sistem atau admin.
PDF023652,DIAJUKAN,,,2024-03-27 09:09:43,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF023653,TERBIT,DOK010653,SERT/UMKMT/2026/00023653,2024-05-20 07:32:44,2024-05-22 07:32:44,ADM000148,Sertifikat telah diterbitkan secara digital.
PDF023654,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023655,TERBIT,DOK010655,SERT/UMKMT/2026/00023655,2025-05-12 19:16:21,2025-05-20 19:16:21,ADM000068,Sertifikat telah diterbitkan secara digital.
PDF023656,TERBIT,DOK010656,SERT/UMKMT/2026/00023656,2025-10-05 12:14:47,2025-10-09 12:14:47,ADM000175,Sertifikat telah diterbitkan secara digital.
PDF023657,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023658,TERBIT,DOK010658,SERT/UMKMT/2026/00023658,2025-10-10 09:41:30,2025-10-20 09:41:30,ADM000144,Sertifikat telah diterbitkan secara digital.
PDF023659,TERBIT,DOK010659,SERT/UMKMT/2026/00023659,2025-08-02 17:44:27,2025-08-10 17:44:27,ADM000108,Sertifikat telah diterbitkan secara digital.
PDF023660,TERBIT,DOK010660,SERT/UMKMT/2026/00023660,2026-02-02 23:47:33,2026-02-10 23:47:33,ADM000232,Sertifikat telah diterbitkan secara digital.
PDF023661,TERBIT,DOK010661,SERT/UMKMT/2026/00023661,2024-08-30 08:45:13,2024-09-08 08:45:13,ADM000140,Sertifikat telah diterbitkan secara digital.
PDF023662,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023663,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023664,DIAJUKAN,,,2024-12-11 11:30:57,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF023665,TERBIT,DOK010665,SERT/UMKMT/2026/00023665,2024-10-19 12:01:11,2024-10-28 12:01:11,ADM000051,Sertifikat telah diterbitkan secara digital.
PDF023666,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023667,DIAJUKAN,,,2025-10-27 01:10:55,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF023668,DITOLAK,,,2024-07-17 22:08:37,,ADM000026,Tugas proyek belum diterima.
PDF023669,TERBIT,DOK010669,SERT/UMKMT/2026/00023669,2025-08-28 05:37:37,2025-09-05 05:37:37,ADM000159,Sertifikat telah diterbitkan secara digital.
PDF023670,TERBIT,DOK010670,SERT/UMKMT/2026/00023670,2025-04-10 04:28:33,2025-04-13 04:28:33,ADM000228,Sertifikat telah diterbitkan secara digital.
PDF023671,TERBIT,DOK010671,SERT/UMKMT/2026/00023671,2024-03-11 22:07:10,2024-03-25 22:07:10,ADM000168,Sertifikat telah diterbitkan secara digital.
PDF023672,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023673,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023674,TERBIT,DOK010674,SERT/UMKMT/2026/00023674,2024-02-19 03:37:38,2024-02-22 03:37:38,ADM000093,Sertifikat telah diterbitkan secara digital.
PDF023675,TERBIT,DOK010675,SERT/UMKMT/2026/00023675,2025-01-15 10:51:28,2025-01-17 10:51:28,ADM000227,Sertifikat telah diterbitkan secara digital.
PDF023676,DIAJUKAN,,,2024-06-11 20:48:25,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF023677,DITOLAK,,,2026-05-30 13:34:37,,ADM000232,Data peserta perlu diperbaiki.
PDF023678,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023679,DIAJUKAN,,,2026-05-03 19:04:33,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF023680,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023681,DITOLAK,,,2025-10-26 06:08:14,,ADM000201,Data peserta perlu diperbaiki.
PDF023682,TERBIT,DOK010682,SERT/UMKMT/2026/00023682,2024-06-12 12:06:49,2024-06-17 12:06:49,ADM000213,Sertifikat telah diterbitkan secara digital.
PDF023683,TERBIT,DOK010683,SERT/UMKMT/2026/00023683,2024-10-04 01:39:47,2024-10-15 01:39:47,ADM000163,Sertifikat telah diterbitkan secara digital.
PDF023684,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023685,TERBIT,DOK010685,SERT/UMKMT/2026/00023685,2024-01-30 07:28:19,2024-02-05 07:28:19,ADM000054,Sertifikat telah diterbitkan secara digital.
PDF023686,TERBIT,DOK010686,SERT/UMKMT/2026/00023686,2025-12-01 20:04:43,2025-12-04 20:04:43,ADM000193,Sertifikat telah diterbitkan secara digital.
PDF023687,TERBIT,DOK010687,SERT/UMKMT/2026/00023687,2024-12-30 06:50:56,2025-01-02 06:50:56,ADM000137,Sertifikat telah diterbitkan secara digital.
PDF023688,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023689,TERBIT,DOK010689,SERT/UMKMT/2026/00023689,2025-11-20 05:08:44,2025-11-29 05:08:44,ADM000133,Sertifikat telah diterbitkan secara digital.
PDF023690,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023691,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023692,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023693,DITOLAK,,,2025-01-01 09:32:50,,ADM000235,Data peserta perlu diperbaiki.
PDF023694,TERBIT,DOK010694,SERT/UMKMT/2026/00023694,2026-01-07 05:06:37,2026-01-14 05:06:37,ADM000234,Sertifikat telah diterbitkan secara digital.
PDF023695,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023696,TERBIT,DOK010696,SERT/UMKMT/2026/00023696,2026-01-20 14:45:28,2026-02-02 14:45:28,ADM000044,Sertifikat telah diterbitkan secara digital.
PDF023697,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023698,DITOLAK,,,2025-03-17 03:50:53,,ADM000009,Data peserta perlu diperbaiki.
PDF023699,TERBIT,DOK010699,SERT/UMKMT/2026/00023699,2024-09-01 05:56:34,2024-09-14 05:56:34,ADM000162,Sertifikat telah diterbitkan secara digital.
PDF023700,TERBIT,DOK010700,SERT/UMKMT/2026/00023700,2024-11-17 00:09:33,2024-11-29 00:09:33,ADM000163,Sertifikat telah diterbitkan secara digital.
PDF023701,TERBIT,DOK010701,SERT/UMKMT/2026/00023701,2024-05-01 17:50:50,2024-05-02 17:50:50,ADM000205,Sertifikat telah diterbitkan secara digital.
PDF023702,TERBIT,DOK010702,SERT/UMKMT/2026/00023702,2026-01-12 22:18:23,2026-01-26 22:18:23,ADM000027,Sertifikat telah diterbitkan secara digital.
PDF023703,TERBIT,DOK010703,SERT/UMKMT/2026/00023703,2026-05-17 18:30:42,2026-05-24 18:30:42,ADM000244,Sertifikat telah diterbitkan secara digital.
PDF023704,TERBIT,DOK010704,SERT/UMKMT/2026/00023704,2026-02-13 14:41:24,2026-02-21 14:41:24,ADM000215,Sertifikat telah diterbitkan secara digital.
PDF023705,DIAJUKAN,,,2025-04-14 02:55:39,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF023706,TERBIT,DOK010706,SERT/UMKMT/2026/00023706,2024-11-09 22:55:46,2024-11-23 22:55:46,ADM000014,Sertifikat telah diterbitkan secara digital.
PDF023707,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023708,TERBIT,DOK010708,SERT/UMKMT/2026/00023708,2024-10-13 23:23:46,2024-10-20 23:23:46,ADM000009,Sertifikat telah diterbitkan secara digital.
PDF023709,TERBIT,DOK010709,SERT/UMKMT/2026/00023709,2026-03-16 01:13:15,2026-03-23 01:13:15,ADM000089,Sertifikat telah diterbitkan secara digital.
PDF023710,BELUM_TERBIT,,,,,,Peserta belum memenuhi seluruh syarat penerbitan sertifikat.
PDF023711,TERBIT,DOK010711,SERT/UMKMT/2026/00023711,2025-04-03 13:09:06,2025-04-14 13:09:06,ADM000045,Sertifikat telah diterbitkan secara digital.
PDF023712,TERBIT,DOK010712,SERT/UMKMT/2026/00023712,2024-03-25 08:52:05,2024-03-26 08:52:05,ADM000056,Sertifikat telah diterbitkan secara digital.
PDF023713,DIAJUKAN,,,2026-04-23 11:55:55,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF023714,DIAJUKAN,,,2026-01-14 17:38:34,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF023715,TERBIT,DOK010715,SERT/UMKMT/2026/00023715,2024-09-28 09:12:30,2024-10-01 09:12:30,ADM000147,Sertifikat telah diterbitkan secara digital.
PDF023716,DITOLAK,,,2025-08-10 19:12:35,,ADM000153,Progress pelatihan belum mencapai syarat minimal.
PDF023717,TERBIT,DOK010717,SERT/UMKMT/2026/00023717,2024-11-01 22:41:45,2024-11-07 22:41:45,ADM000199,Sertifikat telah diterbitkan secara digital.
PDF023718,TERBIT,DOK010718,SERT/UMKMT/2026/00023718,2026-05-16 03:35:11,2026-05-18 03:35:11,ADM000163,Sertifikat telah diterbitkan secara digital.
PDF023719,TERBIT,DOK010719,SERT/UMKMT/2026/00023719,2025-03-29 21:41:23,2025-04-09 21:41:23,ADM000207,Sertifikat telah diterbitkan secara digital.
PDF023720,DIAJUKAN,,,2024-12-14 04:04:37,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF023721,DIAJUKAN,,,2024-05-25 08:50:57,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF023722,TERBIT,DOK010722,SERT/UMKMT/2026/00023722,2024-12-28 07:15:41,2025-01-05 07:15:41,ADM000046,Sertifikat telah diterbitkan secara digital.
PDF023723,TERBIT,DOK010723,SERT/UMKMT/2026/00023723,2026-04-03 13:51:17,2026-04-07 13:51:17,ADM000135,Sertifikat telah diterbitkan secara digital.
PDF023724,DIAJUKAN,,,2025-09-02 12:36:45,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF023725,DIAJUKAN,,,2025-06-23 00:47:17,,,Sertifikat sedang diajukan untuk verifikasi admin.
PDF023726,TERBIT,DOK010726,SERT/UMKMT/2026/00023726,2024-03-11 09:32:21,2024-03-24 09:32:21,ADM000192,Sertifikat telah diterbitkan secara digital.
PDF023727,TERBIT,DOK010727,SERT/UMKMT/2026/00023727,2025-10-31 22:52:42,2025-11-07 22:52:42,ADM000238,Sertifikat telah diterbitkan secara digital.
PDF023728,DIAJUKAN,,,2025-10-29 22:04:53,,,Sertifikat sedang diajukan untuk verifikasi admin.
