lokasi_id,provinsi,kabupaten_kota,kecamatan,kelurahan,kode_pos,alamat_detail,latitude,longitude,created_at,updated_at
LOK005244,Jawa Tengah,Karanganyar,Colomadu,Bolon,57177,Jl. Mangga Kav. 62 Blok C,-7.510050,110.774430,2025-08-06 11:08:13,2025-08-13 11:08:13
LOK005245,Jawa Tengah,Surakarta,Laweyan,Sondakan,57146,Kompleks Ruko Pasar Modern Blok E No. 123,-7.546163,110.790634,2025-11-15 22:50:26,2026-01-03 22:50:26
LOK005246,Jawa Tengah,Klaten,Klaten Tengah,Mojayan,57414,Jl. Nangka No. 141 RT 07/RW 03,-7.727164,110.600924,2024-03-03 09:08:14,2024-03-26 09:08:14
LOK005247,Jawa Tengah,Karanganyar,Colomadu,Gajahan,57177,Pasar Klewer Los D-102,-7.542287,110.750309,2025-10-13 03:27:14,2025-11-19 03:27:14
LOK005248,Jawa Tengah,Surakarta,Laweyan,Sondakan,57146,"Sentra UMKM Tembalang, Kios F206",-7.587398,110.770785,2024-09-15 01:23:15,2024-09-21 01:23:15
LOK005249,Jawa Tengah,Surakarta,Banjarsari,Nusukan,57135,"Sentra UMKM Beringharjo, Kios D20",-7.557884,110.842955,2024-01-29 17:59:31,2024-03-17 17:59:31
LOK005250,Jawa Timur,Surabaya,Wonokromo,Sawunggaling,60241,Jl. Ki Hajar Dewantara Gang Melati No. 209,-7.270075,112.726088,2025-09-02 12:20:13,2025-10-09 12:20:13
LOK005251,Jawa Tengah,Surakarta,Banjarsari,Nusukan,57135,Jl. Raya Kartasura Gang Mawar No. 21,-7.558421,110.819383,2025-05-04 15:58:42,2025-07-02 15:58:42
LOK005252,Jawa Barat,Bogor,Tanah Sareal,Kebon Pedes,16161,"Jl. Merpati KM 2.4, RT 08/RW 11",-6.562565,106.779583,2024-10-17 17:40:28,2024-11-25 17:40:28
LOK005253,Jawa Tengah,Sukoharjo,Kartasura,Gonilan,57169,Jl. Veteran Kav. 193 Blok E,-7.554406,110.770438,2026-01-03 11:21:11,2026-03-01 11:21:11
LOK005254,Jawa Tengah,Surakarta,Laweyan,Kerten,57146,Pasar Pucangsawit Los A-192,-7.585788,110.769552,2024-11-26 18:37:51,2024-11-29 18:37:51
LOK005255,Jawa Tengah,Klaten,Klaten Tengah,Mojayan,57414,"Jl. Brigjen Katamso KM 7.6, RT 08/RW 12",-7.699669,110.621518,2024-12-11 16:39:34,2024-12-12 16:39:34
LOK005256,Jawa Tengah,Surakarta,Banjarsari,Nusukan,57135,Jl. Imam Bonjol Gang Cempaka No. 30,-7.548459,110.842057,2026-05-15 06:49:24,2026-07-14 06:49:24
LOK005257,Jawa Tengah,Semarang,Banyumanik,Padangsari,50263,Pasar Tembalang Los C-119,-7.050100,110.404327,2025-10-03 08:16:18,2025-10-08 08:16:18
LOK005258,Jawa Tengah,Sukoharjo,Grogol,Telukan,57552,Jl. Pahlawan Gang Sawo No. 94,-7.619429,110.797463,2026-03-23 03:53:21,2026-04-28 03:53:21
LOK005259,DI Yogyakarta,Sleman,Depok,Maguwoharjo,55281,"Sentra UMKM Nusukan, Kios E41",-7.785476,110.399938,2025-12-14 02:23:25,2025-12-22 02:23:25
LOK005260,Jawa Barat,Bandung,Coblong,Sekeloa,40135,Pasar Gede Los A-167,-6.896326,107.630186,2024-05-03 04:37:08,2024-06-07 04:37:08
LOK005261,Jawa Barat,Bekasi,Bekasi Selatan,Marga Jaya,17148,"Sentra UMKM Nusukan, Kios G53",-6.235859,106.995976,2026-02-08 13:11:44,2026-04-03 13:11:44
LOK005262,Jawa Tengah,Surakarta,Banjarsari,Gilingan,57135,"Jl. Jambu KM 12.3, RT 08/RW 12",-7.533944,110.817941,2024-08-09 04:36:33,2024-08-24 04:36:33
LOK005263,Sulawesi Selatan,Makassar,Panakkukang,Pandang,90231,Jl. Ki Hajar Dewantara No. 218 RT 04/RW 10,-5.146451,119.461431,2024-04-20 18:07:15,2024-04-24 18:07:15
LOK005264,Jawa Tengah,Sukoharjo,Kartasura,Ngadirejo,57169,Jl. Sawo Gang Melati No. 161,-7.579936,110.790135,2024-11-25 11:42:40,2024-11-30 11:42:40
LOK005265,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Senayan,12190,"Jl. Raya Solo-Jogja KM 3.7, RT 04/RW 07",-6.222159,106.785866,2024-05-18 09:53:52,2024-06-28 09:53:52
LOK005266,Jawa Tengah,Surakarta,Laweyan,Pajang,57146,Jl. Pandanaran Kav. 48 Blok H,-7.568438,110.777472,2024-05-20 14:39:30,2024-06-01 14:39:30
LOK005267,Jawa Tengah,Sukoharjo,Kartasura,Gonilan,57169,Jl. Kyai Mojo Gang Kenanga No. 126,-7.554192,110.752859,2026-04-14 12:58:17,2026-05-22 12:58:17
LOK005268,Jawa Tengah,Surakarta,Laweyan,Kerten,57146,"Jl. Mangga KM 8.2, RT 07/RW 10",-7.541993,110.782261,2024-03-20 21:08:36,2024-04-11 21:08:36
LOK005269,Jawa Tengah,Surakarta,Laweyan,Pajang,57146,Kompleks Ruko Griya Usaha Blok D No. 8,-7.572788,110.809206,2025-01-20 04:29:07,2025-02-24 04:29:07
LOK005270,Jawa Tengah,Surakarta,Banjarsari,Kadipiro,57135,Jl. Nangka No. 190 RT 06/RW 04,-7.549754,110.823490,2025-02-04 20:04:14,2025-03-24 20:04:14
LOK005271,Jawa Tengah,Surakarta,Laweyan,Sondakan,57146,"Sentra UMKM Grogol, Kios G91",-7.554895,110.780023,2024-03-16 21:31:09,2024-04-05 21:31:09
LOK005272,DI Yogyakarta,Sleman,Depok,Maguwoharjo,55281,"Sentra UMKM Grogol, Kios H5",-7.781645,110.370612,2024-06-14 15:44:52,2024-07-01 15:44:52
LOK005273,Jawa Tengah,Sukoharjo,Grogol,Langenharjo,57552,Kompleks Ruko Mutiara Blok A No. 1,-7.607840,110.836639,2024-02-26 23:20:08,2024-04-20 23:20:08
LOK005274,Sulawesi Selatan,Makassar,Panakkukang,Pandang,90231,"Jl. Slamet Riyadi KM 13.8, RT 10/RW 03",-5.165234,119.413522,2026-04-22 07:50:08,2026-05-09 07:50:08
LOK005275,Jawa Tengah,Surakarta,Laweyan,Sondakan,57146,"Jl. Pemuda KM 5.6, RT 10/RW 08",-7.546688,110.787838,2024-05-09 20:50:31,2024-06-27 20:50:31
LOK005276,Jawa Tengah,Semarang,Banyumanik,Ngesrep,50263,Pasar Grogol Los F-154,-7.083807,110.401951,2024-08-07 03:21:14,2024-09-01 03:21:14
LOK005277,DI Yogyakarta,Sleman,Depok,Condongcatur,55281,Jl. S. Parman No. 97 RT 07/RW 06,-7.781857,110.393688,2024-03-10 11:44:11,2024-05-07 11:44:11
LOK005278,Jawa Tengah,Surakarta,Laweyan,Sondakan,57146,"Sentra UMKM Grogol, Kios A161",-7.591028,110.795226,2025-08-20 04:31:35,2025-09-02 04:31:35
LOK005279,DI Yogyakarta,Bantul,Banguntapan,Jambidan,55198,Pasar Colomadu Los B-124,-7.816996,110.421533,2025-03-27 23:09:56,2025-04-10 23:09:56
LOK005280,Jawa Barat,Bogor,Tanah Sareal,Kebon Pedes,16161,"Jl. Sultan Agung KM 11.5, RT 13/RW 09",-6.554215,106.811266,2025-07-30 13:16:20,2025-07-31 13:16:20
LOK005281,Jawa Tengah,Karanganyar,Colomadu,Malangjiwan,57177,"Jl. Perintis Kemerdekaan KM 2.2, RT 12/RW 09",-7.541007,110.744509,2024-06-02 11:20:59,2024-07-07 11:20:59
LOK005282,Jawa Tengah,Boyolali,Boyolali,Banaran,57316,Jl. Pangeran Diponegoro Gang Anggrek No. 9,-7.517674,110.590608,2024-03-29 18:10:32,2024-05-10 18:10:32
LOK005283,Jawa Tengah,Surakarta,Banjarsari,Gilingan,57135,Kompleks Ruko Griya Usaha Blok F No. 34,-7.542608,110.839919,2025-11-26 08:31:56,2025-11-26 08:31:56
LOK005284,Jawa Timur,Madiun,Taman,Mojorejo,63139,"Sentra UMKM Colomadu, Kios A235",-7.643317,111.540517,2024-11-02 13:53:37,2024-12-16 13:53:37
LOK005285,Bali,Denpasar,Denpasar Selatan,Sanur,80227,Jl. Adi Sumarmo No. 115 RT 04/RW 09,-8.688243,115.225832,2025-03-11 15:09:09,2025-05-08 15:09:09
LOK005286,Jawa Tengah,Surakarta,Laweyan,Pajang,57146,Jl. Wijaya Kusuma No. 59 RT 05/RW 08,-7.583890,110.777065,2025-02-28 12:32:53,2025-03-22 12:32:53
LOK005287,Jawa Tengah,Semarang,Banyumanik,Ngesrep,50263,Jl. Raya Solo-Jogja Kav. 169 Blok E,-7.064904,110.409337,2024-12-15 06:45:13,2025-02-07 06:45:13
LOK005288,Jawa Tengah,Boyolali,Boyolali,Banaran,57316,"Sentra UMKM Nusukan, Kios D191",-7.511217,110.577878,2024-08-31 13:04:19,2024-09-14 13:04:19
LOK005289,Jawa Tengah,Surakarta,Banjarsari,Nusukan,57135,"Sentra UMKM Beringharjo, Kios B158",-7.556173,110.808432,2025-10-19 15:47:26,2025-12-14 15:47:26
LOK005290,Jawa Tengah,Surakarta,Laweyan,Pajang,57146,Jl. Mawar Gang Kenanga No. 204,-7.584589,110.802003,2024-10-02 19:57:22,2024-10-06 19:57:22
LOK005291,DI Yogyakarta,Sleman,Depok,Caturtunggal,55281,"Sentra UMKM Gede, Kios H132",-7.775936,110.391914,2024-07-26 03:46:30,2024-09-23 03:46:30
LOK005292,Jawa Tengah,Surakarta,Laweyan,Kerten,57146,Pasar Kartasura Los E-172,-7.586470,110.802033,2025-12-17 04:38:35,2026-01-19 04:38:35
LOK005293,Jawa Tengah,Sukoharjo,Grogol,Telukan,57552,"Jl. Raya Kartasura KM 5.7, RT 12/RW 01",-7.586771,110.820363,2024-06-07 10:51:49,2024-06-07 10:51:49
LOK005294,Jawa Tengah,Sukoharjo,Kartasura,Gonilan,57169,"Sentra UMKM Nusukan, Kios A164",-7.564179,110.755055,2024-11-24 17:29:44,2025-01-18 17:29:44
LOK005295,Jawa Tengah,Sukoharjo,Kartasura,Pabelan,57169,Pasar Nusukan Los F-10,-7.534045,110.785634,2025-02-21 15:12:15,2025-04-19 15:12:15
LOK005296,Jawa Tengah,Surakarta,Laweyan,Sondakan,57146,Jl. Tentara Pelajar Gang Cempaka No. 6,-7.543036,110.804254,2026-05-31 16:11:33,2026-07-04 16:11:33
LOK005297,Jawa Timur,Malang,Lowokwaru,Tulusrejo,65141,Jl. Industri Kecil Gang Pandan No. 93,-7.954233,112.640806,2025-08-21 13:20:59,2025-09-18 13:20:59
LOK005298,Jawa Barat,Bogor,Tanah Sareal,Kedungbadak,16161,Jl. Sultan Agung Kav. 221 Blok F,-6.555760,106.820044,2025-05-20 17:54:13,2025-07-19 17:54:13
LOK005299,Jawa Tengah,Boyolali,Boyolali,Banaran,57316,"Sentra UMKM Beringharjo, Kios E218",-7.527011,110.575723,2025-04-16 20:31:17,2025-04-30 20:31:17
LOK005300,Jawa Tengah,Surakarta,Banjarsari,Gilingan,57135,Pasar Beringharjo Los B-123,-7.547200,110.826021,2024-09-07 00:58:11,2024-09-22 00:58:11
LOK005301,Jawa Tengah,Surakarta,Laweyan,Pajang,57146,Jl. Jambu Kav. 98 Blok H,-7.574721,110.801155,2025-05-20 09:18:23,2025-05-21 09:18:23
LOK005302,Jawa Tengah,Surakarta,Banjarsari,Nusukan,57135,"Jl. S. Parman KM 1.6, RT 08/RW 09",-7.560259,110.803590,2024-11-11 23:54:09,2024-12-21 23:54:09
LOK005303,Jawa Tengah,Surakarta,Laweyan,Kerten,57146,Jl. Diponegoro No. 185 RT 01/RW 03,-7.556517,110.779738,2025-12-03 10:06:26,2026-01-29 10:06:26
LOK005304,Jawa Tengah,Surakarta,Laweyan,Pajang,57146,"Sentra UMKM Kartasura, Kios G146",-7.555094,110.770441,2025-05-17 19:35:32,2025-06-23 19:35:32
LOK005305,DI Yogyakarta,Sleman,Depok,Condongcatur,55281,Jl. Anggrek No. 216 RT 03/RW 10,-7.790814,110.383490,2024-06-26 11:14:41,2024-07-24 11:14:41
LOK005306,Jawa Tengah,Surakarta,Laweyan,Pajang,57146,Jl. Tentara Pelajar Gang Anggrek No. 125,-7.582935,110.781463,2025-01-13 11:41:07,2025-02-16 11:41:07
LOK005307,Jawa Tengah,Sukoharjo,Grogol,Telukan,57552,Pasar Klewer Los A-17,-7.616159,110.828668,2025-08-05 23:02:57,2025-09-25 23:02:57
LOK005308,Jawa Tengah,Surakarta,Banjarsari,Gilingan,57135,Kompleks Ruko Griya Usaha Blok H No. 227,-7.557722,110.825599,2026-05-12 04:21:53,2026-06-01 04:21:53
LOK005309,Jawa Barat,Bekasi,Bekasi Selatan,Kayuringin Jaya,17148,Jl. KH Ahmad Dahlan No. 138 RT 04/RW 11,-6.226228,106.983831,2024-11-13 17:42:32,2024-12-12 17:42:32
LOK005310,Jawa Tengah,Surakarta,Banjarsari,Kadipiro,57135,"Sentra UMKM Tembalang, Kios F129",-7.572140,110.813330,2025-02-24 12:41:52,2025-03-24 12:41:52
LOK005311,Jawa Timur,Malang,Lowokwaru,Mojolangu,65141,Pasar Tembalang Los E-134,-7.917653,112.620147,2025-07-09 18:27:36,2025-08-26 18:27:36
LOK005312,Jawa Barat,Bandung,Coblong,Dago,40135,"Sentra UMKM Tembalang, Kios H117",-6.890339,107.607671,2025-03-15 00:35:34,2025-04-04 00:35:34
LOK005313,Jawa Tengah,Surakarta,Laweyan,Sondakan,57146,Jl. Imam Bonjol Kav. 193 Blok A,-7.546694,110.803619,2026-02-18 08:27:55,2026-03-14 08:27:55
LOK005314,Jawa Tengah,Karanganyar,Colomadu,Bolon,57177,Pasar Kartasura Los G-197,-7.523094,110.773095,2025-07-31 14:02:21,2025-08-29 14:02:21
LOK005315,Jawa Tengah,Surakarta,Banjarsari,Nusukan,57135,Kompleks Ruko Sumber Rejeki Blok G No. 5,-7.556749,110.811971,2025-06-15 15:58:40,2025-06-27 15:58:40
LOK005316,Jawa Tengah,Boyolali,Boyolali,Banaran,57316,"Jl. Ki Hajar Dewantara KM 17.8, RT 03/RW 11",-7.537472,110.613871,2024-02-13 23:21:46,2024-02-19 23:21:46
LOK005317,Jawa Timur,Malang,Lowokwaru,Dinoyo,65141,"Jl. Tanjung KM 8.0, RT 01/RW 03",-7.920466,112.611875,2024-12-21 21:38:33,2025-01-10 21:38:33
LOK005318,Jawa Tengah,Semarang,Tembalang,Tembalang,50275,"Jl. Sultan Agung KM 1.9, RT 09/RW 12",-7.044473,110.427753,2024-05-13 18:20:55,2024-05-25 18:20:55
LOK005319,Jawa Tengah,Sukoharjo,Grogol,Telukan,57552,Jl. Mawar No. 163 RT 12/RW 08,-7.622428,110.812910,2024-02-23 16:49:41,2024-04-09 16:49:41
LOK005320,Jawa Timur,Surabaya,Wonokromo,Sawunggaling,60241,Kompleks Ruko Griya Usaha Blok A No. 34,-7.288324,112.737909,2024-08-09 17:39:16,2024-08-10 17:39:16
LOK005321,Jawa Tengah,Salatiga,Sidorejo,Kauman Kidul,50714,Kompleks Ruko Sumber Rejeki Blok A No. 154,-7.354714,110.501288,2025-09-17 12:08:05,2025-09-21 12:08:05
LOK005322,Jawa Tengah,Boyolali,Boyolali,Siswodipuran,57316,Pasar Gede Los F-88,-7.543990,110.582382,2024-04-27 00:55:45,2024-06-12 00:55:45
LOK005323,Jawa Tengah,Boyolali,Boyolali,Banaran,57316,"Sentra UMKM Gede, Kios C175",-7.525958,110.603234,2024-01-16 00:42:08,2024-03-05 00:42:08
LOK005324,Jawa Tengah,Banyumas,Purwokerto Timur,Kranji,53116,"Sentra UMKM Kartasura, Kios A55",-7.427681,109.240547,2026-05-27 17:40:48,2026-06-15 17:40:48
LOK005325,DI Yogyakarta,Sleman,Depok,Condongcatur,55281,Kompleks Ruko Cemara Blok B No. 2,-7.755539,110.366291,2024-09-21 20:14:11,2024-10-29 20:14:11
LOK005326,Jawa Tengah,Karanganyar,Colomadu,Gajahan,57177,Pasar Pucangsawit Los H-130,-7.512115,110.765551,2026-02-26 12:25:36,2026-03-19 12:25:36
LOK005327,Jawa Tengah,Karanganyar,Colomadu,Gajahan,57177,"Jl. Melati KM 9.0, RT 14/RW 04",-7.523634,110.741454,2026-02-14 06:38:35,2026-03-23 06:38:35
LOK005328,Jawa Tengah,Pekalongan,Pekalongan Barat,Medono,51116,Jl. Gatot Subroto No. 231 RT 05/RW 08,-6.909336,109.652481,2026-01-07 22:02:04,2026-01-11 22:02:04
LOK005329,Jawa Tengah,Surakarta,Laweyan,Sondakan,57146,"Jl. Sultan Agung KM 13.1, RT 12/RW 11",-7.588851,110.771645,2025-06-03 20:47:09,2025-07-27 20:47:09
LOK005330,Jawa Tengah,Salatiga,Sidorejo,Bugel,50714,Jl. Industri Kecil Gang Werkudara No. 129,-7.338439,110.500073,2024-08-27 18:02:00,2024-09-26 18:02:00
LOK005331,Jawa Barat,Bekasi,Bekasi Selatan,Marga Jaya,17148,Jl. Cendana Gang Sawo No. 103,-6.244846,106.999182,2025-10-24 00:26:09,2025-11-18 00:26:09
LOK005332,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gandaria Utara,12190,Jl. KH Ahmad Dahlan Kav. 171 Blok C,-6.248015,106.785283,2025-10-13 21:55:36,2025-11-02 21:55:36
LOK005333,Jawa Tengah,Karanganyar,Colomadu,Bolon,57177,Jl. Gatot Subroto Kav. 116 Blok E,-7.537601,110.781456,2025-01-18 23:04:04,2025-01-25 23:04:04
LOK005334,Jawa Tengah,Surakarta,Laweyan,Pajang,57146,"Sentra UMKM Gede, Kios D160",-7.561468,110.791603,2024-06-06 21:23:34,2024-07-21 21:23:34
LOK005335,Jawa Tengah,Surakarta,Laweyan,Pajang,57146,Kompleks Ruko Sumber Rejeki Blok F No. 170,-7.571724,110.774519,2024-04-14 19:55:19,2024-04-27 19:55:19
LOK005336,Jawa Tengah,Sukoharjo,Grogol,Langenharjo,57552,Jl. Letjen Suprapto Kav. 189 Blok G,-7.593950,110.792901,2024-01-12 01:54:06,2024-01-14 01:54:06
LOK005337,DI Yogyakarta,Sleman,Depok,Condongcatur,55281,Pasar Klewer Los H-195,-7.793387,110.396240,2024-08-28 22:16:01,2024-09-29 22:16:01
LOK005338,Jawa Tengah,Surakarta,Laweyan,Kerten,57146,"Sentra UMKM Nusukan, Kios A205",-7.580553,110.811566,2026-03-23 16:35:12,2026-04-27 16:35:12
LOK005339,Jawa Tengah,Klaten,Klaten Tengah,Tonggalan,57414,Pasar Nusukan Los H-238,-7.713407,110.592901,2026-05-18 05:44:58,2026-06-28 05:44:58
LOK005340,Jawa Tengah,Sukoharjo,Kartasura,Pabelan,57169,"Sentra UMKM Gede, Kios A12",-7.564887,110.785792,2026-04-28 17:23:29,2026-05-28 17:23:29
LOK005341,Jawa Tengah,Surakarta,Banjarsari,Nusukan,57135,Pasar Tembalang Los F-12,-7.526951,110.836880,2025-08-30 05:16:59,2025-10-15 05:16:59
LOK005342,Jawa Tengah,Sukoharjo,Kartasura,Gonilan,57169,"Sentra UMKM Nusukan, Kios C121",-7.543153,110.764362,2024-10-20 16:25:20,2024-11-14 16:25:20
LOK005343,Jawa Tengah,Sukoharjo,Kartasura,Pabelan,57169,Kompleks Ruko Pasar Modern Blok C No. 80,-7.568344,110.762076,2025-01-06 14:36:01,2025-02-20 14:36:01
LOK005344,Jawa Tengah,Surakarta,Laweyan,Pajang,57146,Jl. Kyai Mojo Kav. 7 Blok D,-7.543759,110.789856,2025-06-27 15:42:46,2025-06-28 15:42:46
LOK005345,Jawa Tengah,Sukoharjo,Kartasura,Ngadirejo,57169,"Jl. Ir. Soekarno KM 6.4, RT 05/RW 10",-7.565412,110.785564,2026-01-30 03:07:33,2026-03-17 03:07:33
LOK005346,Jawa Tengah,Surakarta,Banjarsari,Nusukan,57135,"Jl. M.H. Thamrin KM 2.2, RT 04/RW 04",-7.565395,110.799381,2025-01-10 20:48:21,2025-02-01 20:48:21
LOK005347,Jawa Tengah,Klaten,Klaten Tengah,Tonggalan,57414,Jl. Jenderal Sudirman Gang Kenanga No. 59,-7.689134,110.590004,2025-09-16 13:54:56,2025-09-26 13:54:56
LOK005348,Jawa Tengah,Surakarta,Laweyan,Kerten,57146,"Jl. Adi Sumarmo KM 4.9, RT 01/RW 01",-7.550491,110.800515,2026-03-22 12:43:13,2026-04-25 12:43:13
LOK005349,Jawa Tengah,Sukoharjo,Kartasura,Ngadirejo,57169,Jl. Letjen Suprapto Gang Sawo No. 69,-7.564799,110.746630,2025-07-02 19:59:00,2025-07-10 19:59:00
LOK005350,Jawa Tengah,Sukoharjo,Kartasura,Ngadirejo,57169,"Jl. Setiabudi KM 8.6, RT 11/RW 07",-7.576047,110.769196,2025-02-25 12:46:53,2025-03-09 12:46:53
LOK005351,Jawa Tengah,Semarang,Banyumanik,Srondol Wetan,50263,Pasar Colomadu Los C-196,-7.048526,110.437622,2025-02-05 04:03:44,2025-02-15 04:03:44
LOK005352,Jawa Tengah,Surakarta,Laweyan,Sondakan,57146,Jl. S. Parman Kav. 186 Blok H,-7.558483,110.768856,2025-11-18 00:39:13,2025-11-25 00:39:13
LOK005353,Jawa Tengah,Karanganyar,Colomadu,Malangjiwan,57177,Jl. Setiabudi Kav. 106 Blok H,-7.514664,110.772439,2024-02-11 19:09:04,2024-03-24 19:09:04
LOK005354,Jawa Tengah,Surakarta,Laweyan,Kerten,57146,Jl. Anggrek No. 91 RT 02/RW 01,-7.557232,110.796145,2024-07-12 02:42:01,2024-08-28 02:42:01
LOK005355,Jawa Tengah,Sukoharjo,Grogol,Telukan,57552,Jl. Adi Sucipto No. 191 RT 06/RW 05,-7.618623,110.825334,2026-01-17 21:43:52,2026-02-06 21:43:52
LOK005356,Jawa Tengah,Surakarta,Banjarsari,Kadipiro,57135,Jl. Lingkar Utara Kav. 239 Blok B,-7.547252,110.838986,2024-05-20 00:25:16,2024-06-22 00:25:16
LOK005357,Jawa Timur,Sidoarjo,Waru,Pepelegi,61256,"Sentra UMKM Klewer, Kios F24",-7.377022,112.775428,2024-10-07 18:35:55,2024-11-26 18:35:55
LOK005358,Jawa Tengah,Surakarta,Laweyan,Kerten,57146,Kompleks Ruko Cemara Blok G No. 139,-7.581544,110.812743,2024-07-04 16:33:42,2024-08-13 16:33:42
LOK005359,Jawa Barat,Bandung,Coblong,Lebakgede,40135,Jl. Wijaya Kusuma Gang Kenanga No. 102,-6.876314,107.625414,2024-02-11 03:37:17,2024-02-25 03:37:17
LOK005360,DI Yogyakarta,Bantul,Banguntapan,Potorono,55198,Jl. Ir. Soekarno Kav. 227 Blok C,-7.823841,110.429349,2025-08-24 22:17:59,2025-09-01 22:17:59
LOK005361,Jawa Tengah,Surakarta,Laweyan,Pajang,57146,Kompleks Ruko Sumber Rejeki Blok B No. 49,-7.549146,110.795970,2025-12-03 13:32:37,2025-12-09 13:32:37
LOK005362,Jawa Tengah,Sukoharjo,Kartasura,Gonilan,57169,Jl. Merpati Gang Pandan No. 50,-7.570238,110.766252,2024-06-24 03:09:26,2024-08-01 03:09:26
LOK005363,Jawa Tengah,Surakarta,Banjarsari,Nusukan,57135,Jl. Flamboyan No. 216 RT 10/RW 05,-7.546300,110.826202,2024-02-03 03:56:52,2024-03-04 03:56:52
LOK005364,Jawa Tengah,Surakarta,Laweyan,Kerten,57146,Jl. Pandanaran No. 58 RT 04/RW 05,-7.562336,110.774540,2024-10-14 21:17:10,2024-11-20 21:17:10
LOK005365,Jawa Tengah,Sukoharjo,Grogol,Madegondo,57552,Jl. Cemara Gang Anggrek No. 167,-7.593484,110.809705,2024-05-17 13:52:16,2024-06-06 13:52:16
LOK005366,Jawa Timur,Surabaya,Wonokromo,Darmo,60241,Jl. Cemara Gang Werkudara No. 197,-7.274539,112.756121,2026-05-07 01:42:40,2026-05-15 01:42:40
LOK005367,Jawa Tengah,Pekalongan,Pekalongan Barat,Tirto,51116,Kompleks Ruko Sumber Rejeki Blok G No. 207,-6.910565,109.662437,2024-12-31 06:35:02,2025-02-14 06:35:02
LOK005368,Jawa Tengah,Semarang,Tembalang,Tembalang,50275,"Jl. Mangga KM 5.9, RT 11/RW 12",-7.075607,110.431189,2024-01-22 08:14:36,2024-02-11 08:14:36
LOK005369,Jawa Tengah,Sukoharjo,Grogol,Madegondo,57552,Kompleks Ruko Solo Baru Blok E No. 164,-7.593003,110.800225,2026-01-12 16:21:12,2026-01-18 16:21:12
LOK005370,Jawa Tengah,Sukoharjo,Grogol,Madegondo,57552,"Sentra UMKM Beringharjo, Kios G99",-7.582323,110.813353,2025-05-30 20:09:14,2025-06-17 20:09:14
LOK005371,Jawa Tengah,Pekalongan,Pekalongan Barat,Pringrejo,51116,Jl. Sultan Agung Gang Pandan No. 212,-6.865683,109.671999,2025-02-20 20:42:52,2025-03-17 20:42:52
LOK005372,Jawa Tengah,Surakarta,Banjarsari,Nusukan,57135,Jl. Industri Kecil Kav. 93 Blok G,-7.542780,110.799524,2026-01-29 02:36:14,2026-03-21 02:36:14
LOK005373,Jawa Timur,Malang,Lowokwaru,Dinoyo,65141,Kompleks Ruko Niaga Kartasura Blok E No. 219,-7.961108,112.635002,2025-04-09 15:04:34,2025-06-04 15:04:34
LOK005374,Jawa Tengah,Klaten,Klaten Tengah,Mojayan,57414,Jl. M.H. Thamrin Kav. 126 Blok F,-7.712209,110.583945,2024-07-20 02:19:13,2024-07-22 02:19:13
LOK005375,Jawa Timur,Surabaya,Wonokromo,Sawunggaling,60241,"Sentra UMKM Gede, Kios C183",-7.286761,112.742277,2024-03-30 11:30:22,2024-05-15 11:30:22
LOK005376,Jawa Tengah,Sukoharjo,Grogol,Langenharjo,57552,"Sentra UMKM Kartasura, Kios G40",-7.584837,110.794593,2025-07-31 05:22:10,2025-08-05 05:22:10
LOK005377,Jawa Timur,Madiun,Taman,Kejuron,63139,"Jl. Adi Sumarmo KM 14.1, RT 12/RW 10",-7.642329,111.511309,2025-01-27 02:11:23,2025-02-10 02:11:23
LOK005378,Jawa Tengah,Surakarta,Laweyan,Kerten,57146,Pasar Colomadu Los E-192,-7.546812,110.798875,2025-04-04 19:30:29,2025-05-03 19:30:29
LOK005379,DI Yogyakarta,Bantul,Banguntapan,Potorono,55198,Kompleks Ruko Pasar Modern Blok H No. 189,-7.833544,110.416527,2025-01-29 12:07:29,2025-02-13 12:07:29
LOK005380,Jawa Tengah,Klaten,Klaten Tengah,Bareng,57414,"Sentra UMKM Gede, Kios F104",-7.693461,110.617866,2025-01-11 02:00:38,2025-02-04 02:00:38
LOK005381,Jawa Tengah,Boyolali,Boyolali,Pulisen,57316,Jl. Anggrek Kav. 125 Blok D,-7.519233,110.581863,2024-08-24 01:34:51,2024-09-29 01:34:51
LOK005382,Jawa Tengah,Salatiga,Sidorejo,Salatiga,50714,Jl. Setiabudi Kav. 141 Blok F,-7.344015,110.485131,2024-04-17 18:15:43,2024-06-05 18:15:43
LOK005383,Jawa Tengah,Surakarta,Banjarsari,Gilingan,57135,Pasar Pucangsawit Los F-85,-7.550557,110.830256,2024-01-26 02:44:11,2024-02-07 02:44:11
LOK005384,Jawa Tengah,Surakarta,Laweyan,Sondakan,57146,Jl. Anggrek No. 102 RT 10/RW 07,-7.578671,110.802061,2024-02-02 06:31:55,2024-03-14 06:31:55
LOK005385,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gandaria Utara,12190,Jl. Cemara Gang Kenanga No. 53,-6.209204,106.782902,2024-09-09 22:48:26,2024-10-16 22:48:26
LOK005386,DI Yogyakarta,Yogyakarta,Umbulharjo,Pandeyan,55164,Pasar Klewer Los H-31,-7.795875,110.371591,2025-11-18 20:13:43,2025-12-18 20:13:43
